GBD_SpeciesID,Order,Family,Species,Communal,Uncertainty 1,Duet,Chorus,Social bond,Territory,Uncertainty 2,Molecular,Sources
10000,Tinamiformes,Tinamidae,Tinamus tao,1,B,1,0,2,3,B,0,"1, 2, 3"
10001,Tinamiformes,Tinamidae,Tinamus solitarius,0,A,0,0,2,3,A,0,"1, 2, 3"
10002,Tinamiformes,Tinamidae,Tinamus osgoodi,0,A,0,0,2,2,B,0,"2, 3"
10003,Tinamiformes,Tinamidae,Tinamus major,1,A,1,0,2,2,A,1,"1, 2, 3 "
10004,Tinamiformes,Tinamidae,Tinamus guttatus,0,A,0,0,2,2,C,0,"1, 2, 3"
10005,Tinamiformes,Tinamidae,Nothocercus bonapartei,0,A,0,0,2,2,B,0,"1, 2, 3"
10006,Tinamiformes,Tinamidae,Nothocercus julius,0,A,0,0,2,2,C,0,"1, 2, 3"
10007,Tinamiformes,Tinamidae,Nothocercus nigrocapillus,0,A,0,0,2,3,B,0,"1, 2, 3"
10008,Tinamiformes,Tinamidae,Crypturellus berlepschi,0,A,0,0,2,3,B,0,"1, 2, 3"
10009,Tinamiformes,Tinamidae,Crypturellus cinereus,0,A,0,0,2,3,B,0,"1, 2, 3"
10010,Tinamiformes,Tinamidae,Crypturellus soui,0,A,0,0,2,3,B,1,"1, 2, 3"
10011,Tinamiformes,Tinamidae,Crypturellus ptaritepui,0,B,0,0,2,3,C,0,3
10012,Tinamiformes,Tinamidae,Crypturellus obsoletus,1,B,1,0,2,3,B,1,"1, 2, 3"
10013,Tinamiformes,Tinamidae,Crypturellus undulatus,0,A,0,0,1,2,B,1,"1, 2, 3"
10014,Tinamiformes,Tinamidae,Crypturellus transfasciatus,0,A,0,0,1,3,C,0,"1, 2, 3"
10015,Tinamiformes,Tinamidae,Crypturellus strigulosus,0,A,0,0,1,3,C,1,"1, 2, 3"
10016,Tinamiformes,Tinamidae,Crypturellus duidae,0,C,0,0,1,3,C,0,"1, 2, 3"
10017,Tinamiformes,Tinamidae,Crypturellus erythropus,0,B,0,0,1,3,C,0,"1, 2, 3"
10018,Tinamiformes,Tinamidae,Crypturellus noctivagus,0,B,0,0,1,3,B,0,"1, 2, 3"
10019,Tinamiformes,Tinamidae,Crypturellus atrocapillus,0,A,0,0,1,3,C,0,"1, 2, 3"
10020,Tinamiformes,Tinamidae,Crypturellus cinnamomeus,0,B,0,0,1,3,B,0,"1, 2, 3"
10021,Tinamiformes,Tinamidae,Crypturellus boucardi,0,B,0,0,1,2,B,0,"1, 2, 3"
10022,Tinamiformes,Tinamidae,Crypturellus kerriae,0,B,0,0,1,3,C,0,"1, 2, 3"
10023,Tinamiformes,Tinamidae,Crypturellus variegatus,0,A,0,0,1,3,B,1,"1, 2, 3"
10024,Tinamiformes,Tinamidae,Crypturellus brevirostris,1,B,1,0,2,3,C,0,"1, 2, 3, 70 "
10025,Tinamiformes,Tinamidae,Crypturellus bartletti,1,B,1,0,2,3,C,0,"2, 3 "
10026,Tinamiformes,Tinamidae,Crypturellus parvirostris,0,B,0,0,2,3,B,1,"1, 2, 3"
10027,Tinamiformes,Tinamidae,Crypturellus casiquiare,0,B,0,0,2,3,C,0,"1, 2, 3"
10028,Tinamiformes,Tinamidae,Crypturellus tataupa,1,B,1,0,2,3,B,1,"2, 3"
10029,Tinamiformes,Tinamidae,Rhynchotus rufescens,0,A,0,0,2,1,B,1,"1, 2, 3"
10030,Tinamiformes,Tinamidae,Rhynchotus maculicollis,0,A,0,0,2,2,B,0,"1, 2, 3"
10031,Tinamiformes,Tinamidae,Nothoprocta taczanowskii,0,A,0,0,2,2,C,0,"1, 2, 3"
10032,Tinamiformes,Tinamidae,Nothoprocta ornata,0,A,0,0,2,3,B,0,"1, 2, 3"
10033,Tinamiformes,Tinamidae,Nothoprocta perdicaria,0,A,0,0,2,3,C,1,"1, 2, 3"
10034,Tinamiformes,Tinamidae,Nothoprocta cinerascens,0,A,0,0,1,3,B,1,"1, 2, 3"
10035,Tinamiformes,Tinamidae,Nothoprocta pentlandii,0,A,0,0,1,2,C,0,"1, 2, 3"
10036,Tinamiformes,Tinamidae,Nothoprocta curvirostris,0,A,0,0,1,2,C,0,"1, 2, 3"
10037,Tinamiformes,Tinamidae,Nothura boraquira,0,A,0,0,2,2,C,0,"1, 2, 3"
10038,Tinamiformes,Tinamidae,Nothura minor,0,C,0,0,2,3,C,0,"1, 2, 3"
10039,Tinamiformes,Tinamidae,Nothura darwinii,0,A,0,0,2,2,C,1,"1, 2, 3"
10040,Tinamiformes,Tinamidae,Nothura maculosa,1,A,1,0,2,3,B,1,"1, 2, 3"
10041,Tinamiformes,Tinamidae,Nothura chacoensis,0,C,0,0,2,2,C,0,3
10042,Tinamiformes,Tinamidae,Taoniscus nanus,0,A,0,0,2,2,C,0,"1, 2, 3"
10043,Tinamiformes,Tinamidae,Eudromia elegans,0,A,0,0,2,2,C,1,"1, 2, 3"
10044,Tinamiformes,Tinamidae,Eudromia formosa,0,A,0,0,2,2,C,0,"1, 2, 3"
10045,Tinamiformes,Tinamidae,Tinamotis pentlandii,1,A,0,1,3,3,A,1,"1, 2, 3, 323"
10046,Tinamiformes,Tinamidae,Tinamotis ingoufi,1,A,0,1,3,3,A,1,"1, 2, 3"
10047,Struthioniformes,Struthionidae,Struthio camelus,0,A,0,0,2,1,A,1,"1, 2, 3"
10048,Struthioniformes,Struthionidae,Struthio molybdophanes,0,A,0,0,2,1,A,0,"1, 2, 3"
10049,Rheiformes,Rheidae,Rhea americana,0,A,0,0,1,1,A,1,"1, 2, 3, 290"
10050,Rheiformes,Rheidae,Rhea pennata,0,A,0,0,1,1,A,1,"1, 2, 3"
10051,Casuariiformes,Casuariidae,Casuarius casuarius,0,A,0,0,2,3,A,1,"1, 2, 3"
10052,Casuariiformes,Casuariidae,Casuarius bennetti,0,A,0,0,2,2,B,1,"1, 3"
10053,Casuariiformes,Casuariidae,Casuarius unappendiculatus,0,A,0,0,2,2,B,0,"1, 2, 3"
10054,Casuariiformes,Dromaiidae,Dromaius novaehollandiae,0,A,0,0,2,2,A,1,"1, 2, 3"
10055,Apterygiformes,Apterygidae,Apteryx australis,1,A,1,0,3,3,A,1,"1, 2, 3, 360"
10056,Apterygiformes,Apterygidae,Apteryx mantelli,1,A,1,0,3,3,B,1,"1, 3"
10057,Apterygiformes,Apterygidae,Apteryx rowi,1,A,1,0,3,3,A,0,"1, 2, 3"
10058,Apterygiformes,Apterygidae,Apteryx owenii,1,A,1,0,3,3,A,1,"1, 2, 3"
10059,Apterygiformes,Apterygidae,Apteryx haastii,1,A,1,0,3,3,A,1,"1, 2, 3"
10060,Galliformes,Megapodiidae,Alectura lathami,0,B,0,0,1,2,A,1,"1, 2, 3, 181"
10061,Galliformes,Megapodiidae,Aepypodius arfakianus,1,B,1,0,3,3,B,1,"1, 2, 3, 181"
10062,Galliformes,Megapodiidae,Aepypodius bruijnii,1,C,1,0,3,3,C,0,"1, 2, 3, 181"
10063,Galliformes,Megapodiidae,Talegalla cuvieri,1,C,1,0,3,3,C,0,"1, 2, 3, 181"
10064,Galliformes,Megapodiidae,Talegalla fuscirostris,1,C,1,0,3,3,C,1,"1, 2, 3, 181"
10065,Galliformes,Megapodiidae,Talegalla jobiensis,1,C,1,0,3,3,C,0,"1, 2, 3, 181"
10066,Galliformes,Megapodiidae,Leipoa ocellata,1,A,1,0,3,3,A,1,"1, 2, 3, 181"
10067,Galliformes,Megapodiidae,Macrocephalon maleo,0,A,0,0,3,1,A,1,"1, 2, 3, 33, 181"
10068,Galliformes,Megapodiidae,Eulipoa wallacei,0,A,0,0,2,1,B,1,"1, 2, 3, 181"
10069,Galliformes,Megapodiidae,Megapodius pritchardii,1,B,1,0,3,3,C,1,"1, 2, 3, 131, 132, 181"
10070,Galliformes,Megapodiidae,Megapodius laperouse,1,C,1,0,3,3,C,0,"1, 2, 3, 181"
10071,Galliformes,Megapodiidae,Megapodius nicobariensis,1,C,1,0,3,3,C,0,"1, 3, 131, 181"
10072,Galliformes,Megapodiidae,Megapodius cumingii,0,B,0,0,3,3,C,1,"1, 2, 3, 181"
10073,Galliformes,Megapodiidae,Megapodius bernsteinii,1,B,1,0,3,3,C,0,"1, 2, 3, 181"
10074,Galliformes,Megapodiidae,Megapodius tenimberensis,1,B,1,0,3,3,C,1,"1, 3, 181"
10075,Galliformes,Megapodiidae,Megapodius freycinet,1,A,1,0,3,3,C,1,"1, 2, 3, 181, 365"
10076,Galliformes,Megapodiidae,Megapodius forstenii,1,B,1,0,3,3,C,0,"1, 2, 3, 181"
10077,Galliformes,Megapodiidae,Megapodius geelvinkianus,1,B,1,0,3,3,C,0,"1, 2, 3, 181"
10078,Galliformes,Megapodiidae,Megapodius eremita,1,B,1,0,3,3,C,1,"1, 2, 3, 181"
10079,Galliformes,Megapodiidae,Megapodius layardi,1,B,1,0,3,3,C,1,"1, 2, 3, 181"
10080,Galliformes,Megapodiidae,Megapodius decollatus,1,B,1,0,3,3,C,1,"1, 2, 3, 181"
10081,Galliformes,Megapodiidae,Megapodius reinwardt,1,A,1,0,3,3,C,1,"1, 2, 3, 181"
10082,Galliformes,Cracidae,Ortalis vetula,1,A,1,1,3,3,A,1,"1, 2, 3"
10083,Galliformes,Cracidae,Ortalis cinereiceps,1,A,1,1,3,3,A,1,"1, 2, 3"
10084,Galliformes,Cracidae,Ortalis garrula,1,B,1,1,3,3,C,1,"1, 2, 3"
10085,Galliformes,Cracidae,Ortalis ruficauda,1,A,1,1,3,3,A,1,"1, 2, 3"
10086,Galliformes,Cracidae,Ortalis erythroptera,1,A,1,1,3,3,A,0,"1, 2, 3, 324"
10087,Galliformes,Cracidae,Ortalis wagleri,1,A,1,1,3,3,A,0,"1, 2, 3"
10088,Galliformes,Cracidae,Ortalis poliocephala,1,A,1,1,3,3,A,1,"1, 2, 3"
10089,Galliformes,Cracidae,Ortalis canicollis,1,A,1,1,3,3,A,1,"1, 2, 3"
10090,Galliformes,Cracidae,Ortalis leucogastra,1,A,1,1,3,3,A,1,"1, 2, 3"
10091,Galliformes,Cracidae,Ortalis guttata,1,A,1,1,3,3,A,1,"1, 2, 3, 323"
10092,Galliformes,Cracidae,Ortalis araucuan,1,A,1,1,3,3,A,0,"1, 2, 3"
10093,Galliformes,Cracidae,Ortalis squamata,1,A,1,1,3,3,A,0,"1, 2, 3"
10094,Galliformes,Cracidae,Ortalis columbiana,1,A,1,1,3,3,A,0,"1, 2, 3"
10095,Galliformes,Cracidae,Ortalis motmot,1,A,1,1,3,3,A,1,"1, 2, 3"
10096,Galliformes,Cracidae,Ortalis ruficeps,1,A,1,1,3,3,A,0,"1, 2, 3"
10097,Galliformes,Cracidae,Ortalis superciliaris,1,B,1,1,3,3,C,0,"1, 2, 3"
10098,Galliformes,Cracidae,Penelope argyrotis,0,A,0,0,3,2,A,1,"1, 2, 3"
10099,Galliformes,Cracidae,Penelope barbata,0,A,0,0,3,2,B,0,"1, 2, 3"
10100,Galliformes,Cracidae,Penelope ortoni,0,B,0,0,3,2,C,0,"1, 2, 3"
10101,Galliformes,Cracidae,Penelope montagnii,0,A,0,0,3,2,A,1,"1, 2, 3"
10102,Galliformes,Cracidae,Penelope marail,0,A,0,0,3,2,B,0,"1, 2, 3"
10103,Galliformes,Cracidae,Penelope superciliaris,0,A,0,0,3,2,B,1,"1, 2, 3"
10104,Galliformes,Cracidae,Penelope dabbenei,0,A,0,0,3,2,C,0,"1, 2, 3"
10105,Galliformes,Cracidae,Penelope purpurascens,0,A,0,0,3,2,A,1,"1, 2, 3"
10106,Galliformes,Cracidae,Penelope perspicax,0,A,0,0,3,2,C,0,"1, 2, 3"
10107,Galliformes,Cracidae,Penelope albipennis,0,A,0,0,3,2,A,0,"1, 2, 3"
10108,Galliformes,Cracidae,Penelope jacquacu,0,A,0,0,3,2,A,1,"1, 2, 3"
10109,Galliformes,Cracidae,Penelope obscura,0,A,0,0,3,2,C,1,"1, 2, 3"
10110,Galliformes,Cracidae,Penelope pileata,0,A,0,0,3,2,C,0,"1, 2, 3"
10111,Galliformes,Cracidae,Penelope ochrogaster,0,A,0,0,3,2,B,1,"1, 2, 3"
10112,Galliformes,Cracidae,Penelope jacucaca,0,A,0,0,3,2,C,0,"1, 3"
10113,Galliformes,Cracidae,Pipile pipile,0,A,0,0,3,3,A,1,"1, 2, 3"
10114,Galliformes,Cracidae,Pipile cumanensis,0,A,0,0,3,3,A,1,"1, 2, 3"
10115,Galliformes,Cracidae,Pipile cujubi,0,A,0,0,3,3,A,1,"1, 2, 3"
10116,Galliformes,Cracidae,Pipile jacutinga,0,A,0,0,3,3,A,1,"1, 2, 3"
10117,Galliformes,Cracidae,Aburria aburri,0,A,0,0,3,2,B,1,"1, 2, 3"
10118,Galliformes,Cracidae,Chamaepetes unicolor,0,A,0,0,3,1,B,1,"1, 2, 3"
10119,Galliformes,Cracidae,Chamaepetes goudotii,0,A,0,0,3,1,B,1,"1, 2, 3"
10120,Galliformes,Cracidae,Penelopina nigra,0,A,0,0,3,2,B,1,"1, 2, 3"
10121,Galliformes,Cracidae,Oreophasis derbianus,0,A,0,0,3,1,A,1,"1, 2, 3, 127"
10122,Galliformes,Cracidae,Nothocrax urumutum,0,A,0,0,3,2,C,1,"1, 2, 3"
10123,Galliformes,Cracidae,Mitu tomentosum,0,A,0,0,3,2,C,1,"1, 2, 3"
10124,Galliformes,Cracidae,Mitu salvini,0,A,0,0,3,2,B,1,"1, 2, 3"
10125,Galliformes,Cracidae,Mitu tuberosum,0,A,0,0,3,2,B,1,"1, 2, 3"
10126,Galliformes,Cracidae,Mitu mitu,0,A,0,0,3,2,B,1,"1, 2, 3"
10127,Galliformes,Cracidae,Pauxi pauxi,0,A,0,0,3,1,B,1,"1, 2, 3"
10128,Galliformes,Cracidae,Pauxi unicornis,0,A,0,0,3,1,A,1,"1, 2, 3"
10129,Galliformes,Cracidae,Crax rubra,0,A,0,0,3,2,A,1,"1, 2, 3"
10130,Galliformes,Cracidae,Crax alberti,0,A,0,0,3,2,C,1,"1, 2, 3"
10131,Galliformes,Cracidae,Crax daubentoni,0,A,0,0,3,2,C,1,"1, 2, 3"
10132,Galliformes,Cracidae,Crax alector,0,A,0,0,3,2,B,1,"1, 2, 3"
10133,Galliformes,Cracidae,Crax globulosa,0,A,0,0,3,2,C,1,"1, 2, 3"
10134,Galliformes,Cracidae,Crax fasciolata,0,A,0,0,3,2,B,1,"1, 2, 3"
10135,Galliformes,Cracidae,Crax blumenbachii,0,A,0,0,3,2,A,1,"1, 2, 3"
10136,Galliformes,Numididae,Agelastes meleagrides,0,A,0,0,3,2,B,1,"1, 2, 3"
10137,Galliformes,Numididae,Agelastes niger,0,A,0,0,3,2,B,0,"1, 2, 3"
10138,Galliformes,Numididae,Numida meleagris,0,A,0,0,3,2,A,1,"1, 2, 3"
10139,Galliformes,Numididae,Guttera plumifera,0,A,0,0,3,2,A,1,"1, 2, 3"
10140,Galliformes,Numididae,Guttera pucherani,0,A,0,0,3,2,A,1,"1, 2, 3"
10141,Galliformes,Numididae,Acryllium vulturinum,0,A,0,0,3,2,A,1,"1, 2, 3"
10142,Galliformes,Odontophoridae,Dendrortyx barbatus,1,B,1,1,3,3,B,0,"1, 2, 3, 224"
10143,Galliformes,Odontophoridae,Dendrortyx macroura,1,B,1,1,3,3,B,0,"1, 2, 3, 224, 365"
10144,Galliformes,Odontophoridae,Dendrortyx leucophrys,1,B,1,1,3,3,B,0,"1, 2, 3, 224"
10145,Galliformes,Odontophoridae,Oreortyx pictus,1,B,1,0,3,2,A,1,"1, 2, 3, 224"
10146,Galliformes,Odontophoridae,Callipepla squamata,0,A,0,0,3,2,A,1,"1, 2, 3, 224"
10147,Galliformes,Odontophoridae,Callipepla douglasii,0,A,0,0,3,2,A,1,"1, 2, 3, 224"
10148,Galliformes,Odontophoridae,Callipepla californica,0,A,0,0,3,2,A,1,"1, 2, 3, 224, 352, 365"
10149,Galliformes,Odontophoridae,Callipepla gambelii,0,A,0,0,3,2,A,1,"1, 2, 3, 224, 365"
10150,Galliformes,Odontophoridae,Philortyx fasciatus,1,A,0,1,3,3,A,0,"1, 224"
10151,Galliformes,Odontophoridae,Colinus virginianus,0,A,0,0,2,2,A,1,"1, 2, 3, 224, 365"
10152,Galliformes,Odontophoridae,Colinus nigrogularis,0,A,0,0,2,2,A,0,"1, 2, 3, 224, 322"
10153,Galliformes,Odontophoridae,Colinus leucopogon,0,A,0,0,2,2,A,0,"1, 2, 3, 224, 322"
10154,Galliformes,Odontophoridae,Colinus cristatus,0,A,0,0,2,2,A,1,"1, 2, 3, 224, 365"
10155,Galliformes,Odontophoridae,Odontophorus gujanensis,1,A,1,1,3,3,A,0,"1, 2, 3, 224, 323, 365"
10156,Galliformes,Odontophoridae,Odontophorus capueira,1,A,1,1,3,3,A,0,"1, 2, 3, 224"
10157,Galliformes,Odontophoridae,Odontophorus melanotis,1,A,1,1,3,3,C,0,"1, 2, 3, 224"
10158,Galliformes,Odontophoridae,Odontophorus erythrops,1,A,1,1,3,3,C,0,"1, 2, 3, 224"
10159,Galliformes,Odontophoridae,Odontophorus atrifrons,1,A,1,1,3,3,C,0,"1, 2, 3, 224"
10160,Galliformes,Odontophoridae,Odontophorus hyperythrus,1,A,1,1,3,3,B,0,"1, 2, 3, 224"
10161,Galliformes,Odontophoridae,Odontophorus melanonotus,1,A,1,1,3,3,C,0,"1, 2, 3, 224"
10162,Galliformes,Odontophoridae,Odontophorus speciosus,1,A,1,1,3,3,C,0,"1, 2, 3, 224, 323"
10163,Galliformes,Odontophoridae,Odontophorus dialeucos,1,A,1,1,3,3,C,0,"3, 224"
10164,Galliformes,Odontophoridae,Odontophorus strophium,1,A,1,1,3,3,B,0,"1, 2, 3, 224"
10165,Galliformes,Odontophoridae,Odontophorus columbianus,1,A,1,1,3,3,A,0,"1, 2, 3, 224"
10166,Galliformes,Odontophoridae,Odontophorus leucolaemus,1,A,1,1,3,3,B,0,"1, 2, 3, 143, 145, 224"
10167,Galliformes,Odontophoridae,Odontophorus balliviani,1,A,1,1,3,3,C,0,"1, 2, 3, 323"
10168,Galliformes,Odontophoridae,Odontophorus stellatus,1,A,1,1,3,3,A,0,"1, 2, 3, 323"
10169,Galliformes,Odontophoridae,Odontophorus guttatus,1,A,1,1,3,3,B,0,"1, 2, 3, 224"
10170,Galliformes,Odontophoridae,Dactylortyx thoracicus,1,A,1,1,3,3,A,0,"1, 2, 3, 224, 365"
10171,Galliformes,Odontophoridae,Cyrtonyx montezumae,1,A,1,1,3,3,A,1,"1, 2, 3, 2, 224"
10172,Galliformes,Odontophoridae,Cyrtonyx ocellatus,0,A,0,0,3,3,B,0,"2, 3, 224"
10173,Galliformes,Odontophoridae,Rhynchortyx cinctus,1,A,1,1,2,3,B,0,"1, 2, 3, 224"
10174,Galliformes,Phasianidae,Meleagris gallopavo,0,A,0,0,2,1,A,1,"1, 2, 3, 224"
10175,Galliformes,Phasianidae,Meleagris ocellata,0,A,0,0,2,1,A,0,"1, 2, 3, 224"
10176,Galliformes,Phasianidae,Bonasa umbellus,0,A,0,0,2,2,A,1,"1, 2, 3, 224, "
10177,Galliformes,Phasianidae,Tetrastes bonasia,0,A,0,0,2,1,B,1,"1, 2, 3, 224"
10178,Galliformes,Phasianidae,Tetrastes sewerzowi,0,A,0,0,2,1,C,1,"1, 2, 3, 224"
10179,Galliformes,Phasianidae,Falcipennis falcipennis,0,A,0,0,2,2,A,1,"1, 2, 3, 224"
10180,Galliformes,Phasianidae,Falcipennis canadensis,0,A,0,0,2,2,A,1,"1, 2, 3, 224"
10181,Galliformes,Phasianidae,Tetrao urogallus,0,A,0,0,2,1,A,1,"1, 2, 3, 224"
10182,Galliformes,Phasianidae,Tetrao parvirostris,0,A,0,0,2,1,A,1,"1, 2, 3, 224"
10183,Galliformes,Phasianidae,Lyrurus tetrix,0,A,0,0,2,1,A,1,"1, 2, 3, 224"
10184,Galliformes,Phasianidae,Lyrurus mlokosiewiczi,0,A,0,0,2,1,C,1,"1, 3, 224"
10185,Galliformes,Phasianidae,Centrocercus urophasianus,0,A,0,0,2,1,A,1,"1, 2, 3, 224"
10186,Galliformes,Phasianidae,Centrocercus minimus,0,A,0,0,2,1,A,1,"1, 2, 3, 224"
10187,Galliformes,Phasianidae,Dendragapus obscurus,0,A,0,0,2,1,A,1,"1, 2, 3, 224"
10188,Galliformes,Phasianidae,Dendragapus fuliginosus,0,A,0,0,2,1,A,0,"1, 2, 3, 224"
10189,Galliformes,Phasianidae,Tympanuchus phasianellus,0,A,0,0,2,1,A,1,"1, 2, 3, 224"
10190,Galliformes,Phasianidae,Tympanuchus pallidicinctus,0,A,0,0,2,1,A,1,"1, 2, 3, 224"
10191,Galliformes,Phasianidae,Tympanuchus cupido,0,A,0,0,2,1,A,1,"1, 2, 3, 224"
10192,Galliformes,Phasianidae,Lagopus leucura,0,A,0,0,3,1,A,1,"1, 2, 3, 34, 224"
10193,Galliformes,Phasianidae,Lagopus muta,0,A,0,0,3,1,A,1,"1, 2, 3, 34, 224"
10194,Galliformes,Phasianidae,Lagopus lagopus,0,A,0,0,3,1,A,1,"1, 2, 3, 34, 224"
10195,Galliformes,Phasianidae,Lerwa lerwa,0,A,0,0,2,1,A,0,"1, 2, 3, 224"
10196,Galliformes,Phasianidae,Tetraophasis obscurus,1,A,1,1,3,3,A,1,"1, 2, 3, 224 "
10197,Galliformes,Phasianidae,Tetraophasis szechenyii,1,A,1,0,3,3,A,1,"1, 2, 3, 224 "
10198,Galliformes,Phasianidae,Tetraogallus caucasicus,0,A,0,0,2,1,B,0,"1, 2, 3, 224"
10199,Galliformes,Phasianidae,Tetraogallus caspius,0,A,0,0,2,1,B,1,"1, 2, 3, 224"
10200,Galliformes,Phasianidae,Tetraogallus himalayensis,0,A,0,0,2,1,B,1,"1, 2, 3, 224"
10201,Galliformes,Phasianidae,Tetraogallus tibetanus,0,A,0,0,2,1,B,1,"1, 2, 3, 224"
10202,Galliformes,Phasianidae,Tetraogallus altaicus,0,A,0,0,2,1,B,1,"1, 2, 3, 224"
10203,Galliformes,Phasianidae,Alectoris graeca,0,A,0,0,2,1,A,1,"1, 2, 3, 224"
10204,Galliformes,Phasianidae,Alectoris chukar,0,A,0,0,2,1,A,1,"1, 2, 3, 224"
10205,Galliformes,Phasianidae,Alectoris magna,0,A,0,0,2,1,A,1,"1, 2, 3, 224"
10206,Galliformes,Phasianidae,Alectoris philbyi,0,A,0,0,2,1,B,1,"1, 2, 3, 224"
10207,Galliformes,Phasianidae,Alectoris barbara,0,A,0,0,2,1,A,1,"1, 2, 3, 224"
10208,Galliformes,Phasianidae,Alectoris rufa,0,A,0,0,2,1,A,1,"1, 2, 3, 224"
10209,Galliformes,Phasianidae,Alectoris melanocephala,0,A,0,0,3,1,B,1,"1, 2, 3, 224"
10210,Galliformes,Phasianidae,Ammoperdix griseogularis,0,A,0,0,3,2,B,0,"1, 2, 3, 224"
10211,Galliformes,Phasianidae,Ammoperdix heyi,0,A,0,0,3,2,B,1,"1, 2, 3, 224"
10212,Galliformes,Phasianidae,Ptilopachus petrosus,1,A,1,0,3,3,A,1,"1, 2, 3, 224"
10213,Galliformes,Phasianidae,Ptilopachus nahani,0,B,0,0,3,2,C,1,"1, 2, 3, 224"
10214,Galliformes,Phasianidae,Francolinus francolinus,0,A,0,0,3,2,A,1,"1, 2, 3, 224"
10215,Galliformes,Phasianidae,Francolinus pictus,0,A,0,0,3,2,A,0,"1, 2, 3, 224"
10216,Galliformes,Phasianidae,Francolinus pintadeanus,1,A,1,0,3,3,A,1,"1, 2, 3, 224, "
10217,Galliformes,Phasianidae,Francolinus pondicerianus,1,A,1,1,3,3,A,1,"1, 2, 3, 224 "
10218,Galliformes,Phasianidae,Francolinus gularis,1,A,1,0,3,3,B,1,"1, 2, 3, 224"
10219,Galliformes,Phasianidae,Peliperdix lathami,0,A,0,0,3,3,B,1,"1, 2, 3, 224"
10220,Galliformes,Phasianidae,Peliperdix coqui,0,A,0,0,3,2,B,1,"1, 2, 3, 224"
10221,Galliformes,Phasianidae,Peliperdix albogularis,0,A,0,0,3,2,B,0,"1, 2, 3, 224"
10222,Galliformes,Phasianidae,Peliperdix schlegelii,0,A,0,0,3,2,B,0,"1, 2, 3, 224"
10223,Galliformes,Phasianidae,Scleroptila streptophora,0,A,0,0,3,2,A,0,"1, 2, 3, 224"
10224,Galliformes,Phasianidae,Scleroptila africana,0,A,0,0,3,3,A,1,"1, 2, 3, 224"
10225,Galliformes,Phasianidae,Scleroptila levaillantii,1,A,1,0,3,3,A,1,"1, 2, 3, 224"
10226,Galliformes,Phasianidae,Scleroptila finschi,0,A,0,0,3,3,B,1,"1, 2, 3, 224"
10227,Galliformes,Phasianidae,Scleroptila shelleyi,1,A,0,1,3,3,B,1,"1, 2, 3, 224"
10228,Galliformes,Phasianidae,Scleroptila psilolaema,1,A,0,1,3,3,B,0,"1, 2, 3, 224"
10229,Galliformes,Phasianidae,Scleroptila levaillantoides,1,A,1,1,3,3,A,1,"1, 2, 3, 224"
10230,Galliformes,Phasianidae,Dendroperdix sephaena,1,A,1,1,3,3,A,1,"1, 2, 3, 224"
10231,Galliformes,Phasianidae,Pternistis squamatus,1,A,1,1,3,3,A,1,"1, 2, 3, 224"
10232,Galliformes,Phasianidae,Pternistis ahantensis,1,A,1,0,3,3,A,0,"1, 2, 3, 224, 365"
10233,Galliformes,Phasianidae,Pternistis griseostriatus,0,A,0,0,3,2,C,1,"1, 3, 224"
10234,Galliformes,Phasianidae,Pternistis hildebrandti,1,A,0,1,3,3,B,1,"1, 2, 3, 224"
10235,Galliformes,Phasianidae,Pternistis bicalcaratus,0,A,0,0,3,2,B,1,"1, 2, 3, 224"
10236,Galliformes,Phasianidae,Pternistis icterorhynchus,0,A,0,0,3,2,B,0,"1, 2, 3, 224"
10237,Galliformes,Phasianidae,Pternistis clappertoni,0,A,0,0,3,2,B,0,"1, 2, 3, 224"
10238,Galliformes,Phasianidae,Pternistis harwoodi,0,A,0,0,3,2,B,0,"1, 2, 3, 224"
10239,Galliformes,Phasianidae,Pternistis swierstrai,0,A,0,0,3,2,B,0,"1, 3, 224"
10240,Galliformes,Phasianidae,Pternistis camerunensis,0,A,0,0,3,2,B,0,"1, 3, 224"
10241,Galliformes,Phasianidae,Pternistis nobilis,1,A,1,1,3,3,B,0,"1, 2, 3, 224"
10242,Galliformes,Phasianidae,Pternistis jacksoni,1,A,0,1,3,3,A,0,"1, 2, 3, 224"
10243,Galliformes,Phasianidae,Pternistis castaneicollis,1,A,1,1,3,3,B,1,"1, 2, 3, 224"
10244,Galliformes,Phasianidae,Pternistis ochropectus,0,A,0,0,3,2,B,0,"1, 3, 224"
10245,Galliformes,Phasianidae,Pternistis erckelii,0,A,0,0,3,2,B,1,"1, 2, 3, 224"
10246,Galliformes,Phasianidae,Pternistis hartlaubi,1,A,1,0,3,3,B,1,"1, 2, 3, 224"
10247,Galliformes,Phasianidae,Pternistis adspersus,0,A,0,0,3,3,B,1,"1, 2, 3, 224"
10248,Galliformes,Phasianidae,Pternistis capensis,0,A,0,0,3,3,A,1,"1, 2, 3, 224"
10249,Galliformes,Phasianidae,Pternistis natalensis,1,A,1,1,3,3,B,1,"1, 2, 3, 224"
10250,Galliformes,Phasianidae,Pternistis leucoscepus,0,A,0,0,3,3,B,1,"1, 2, 3, 224"
10251,Galliformes,Phasianidae,Pternistis rufopictus,0,A,0,0,3,3,B,0,"1, 3, 224"
10252,Galliformes,Phasianidae,Pternistis afer,0,A,0,0,3,3,B,1,"1, 2, 3, 224"
10253,Galliformes,Phasianidae,Pternistis swainsonii,0,A,0,0,3,3,B,1,"1, 2, 3, 224"
