date,site_id,site_type,start_time,time_segment,bird_mammal,common_name,old_common_name,number,distance,HSF,notes
2019-Nov-05,VAR2_10R,Restored,6.46,1,Bird,Greenish Warbler,,1,5,H,
2019-Nov-05,VAR2_10R,Restored,6.46,1,Bird,Large-billed Leaf Warbler,,1,30,H,
2019-Nov-05,VAR2_10R,Restored,6.46,1,Bird,Yellow-browed Bulbul,,1,20,H,
2019-Nov-05,VAR2_10R,Restored,6.46,1,Bird,Large-billed Leaf Warbler,,1,30,H,
2019-Nov-05,VAR2_10R,Restored,6.46,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,F,OC
2019-Nov-05,VAR2_10R,Restored,6.46,1,Bird,Yellow-browed Bulbul,,2,20,H,
2019-Nov-05,VAR2_10R,Restored,6.46,1,MAMMAL,NILGIRI LANGUR,,1,20,H,
2019-Nov-05,VAR2_10R,Restored,6.46,1,Bird,Puff-throated Babbler,,2,15,H,
2019-Nov-05,VAR2_10R,Restored,6.46,2,Bird,Indian Blue Robin,,1,30,H,
2019-Nov-05,VAR2_10R,Restored,6.46,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,F,OC
2019-Nov-05,VAR2_10R,Restored,6.46,3,Bird,Indian White-eye,,1,5,H,G
2019-Nov-05,VAR3_10R,Restored,7.12,1,Bird,Indian White-eye,,1,10,H,G
2019-Nov-05,VAR3_10R,Restored,7.12,1,Bird,Common Iora,,1,15,H,
2019-Nov-05,VAR3_10R,Restored,7.12,1,Bird,Greater Flameback,,2,20,H,heard drumming and call
2019-Nov-05,VAR3_10R,Restored,7.12,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,5,F,OC
2019-Nov-05,VAR3_10R,Restored,7.12,1,Bird,Greater Racket-tailed Drongo,,1,30,H,
2019-Nov-05,VAR3_10R,Restored,7.12,1,Bird,Crimson-backed Sunbird,Small Sunbird,2,20,H,
2019-Nov-05,VAR3_10R,Restored,7.12,1,Bird,Malabar Whistling-Thrush,,1,20,H,
2019-Nov-05,VAR3_10R,Restored,7.12,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,20,H,
2019-Nov-05,VAR3_10R,Restored,7.12,1,Bird,Blue-throated Flycatcher,Blue-throated Blue-Flycatcher,1,10,H,
2019-Nov-05,VAR3_10R,Restored,7.12,1,Bird,Indian Scimitar-Babbler,,1,10,H,
2019-Nov-05,VAR3_10R,Restored,7.12,1,Bird,Flame-throated Bulbul,Ruby-throated Bulbul,1,20,H,
2019-Nov-05,VAR3_10R,Restored,7.12,1,Bird,Red-whiskered Bulbul,,1,20,H,tea
2019-Nov-05,VAR3_10R,Restored,7.12,2,Bird,Green Warbler,,1,15,H,
2019-Nov-05,VAR3_10R,Restored,7.12,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,20,H,
2019-Nov-05,VAR3_10R,Restored,7.12,2,Bird,Greenish Warbler,,1,30,H,
2019-Nov-05,VAR3_10R,Restored,7.12,3,Bird,Mountain Imperial-Pigeon,,1,20,H,
2019-Nov-05,VAR3_10R,Restored,7.12,3,Bird,Yellow-browed Bulbul,,2,20,H,
2019-Nov-05,VAR3_10R,Restored,7.12,3,Bird,Brown Shrike,,1,20,H,tea
2019-Nov-05,VAR3_10R,Restored,7.12,3,Bird,Malabar Trogon,,1,20,H,
2019-Nov-05,VAR3_10R,Restored,7.12,3,Bird,Lesser Yellownape,,1,20,H,
2019-Nov-05,VAR2_10U,Unrestored,7.44,1,Bird,Yellow-browed Bulbul,,2,15,H,
2019-Nov-05,VAR2_10U,Unrestored,7.44,1,Bird,Lesser Yellownape,,1,30,H,
2019-Nov-05,VAR2_10U,Unrestored,7.44,1,Bird,Greater Racket-tailed Drongo,,1,30,H,OC
2019-Nov-05,VAR2_10U,Unrestored,7.44,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,2,5,H,
2019-Nov-05,VAR2_10U,Unrestored,7.44,1,Bird,Malabar Barbet,Crimson-throated Barbet,1,20,H,
2019-Nov-05,VAR2_10U,Unrestored,7.44,1,Bird,Common Iora,,1,10,H,
2019-Nov-05,VAR2_10U,Unrestored,7.44,1,Bird,Indian Scimitar-Babbler,,1,30,H,
2019-Nov-05,VAR2_10U,Unrestored,7.44,1,Bird,Orange Minivet,,1,30,H,
2019-Nov-05,VAR2_10U,Unrestored,7.44,1,Bird,White-bellied Treepie,,1,30,H,
2019-Nov-05,VAR2_10U,Unrestored,7.44,1,Bird,White-cheeked Barbet,Small Green Barbet,1,15,S,
2019-Nov-05,VAR2_10U,Unrestored,7.44,1,Bird,White-cheeked Barbet,Small Green Barbet,1,30,H,
2019-Nov-05,VAR2_10U,Unrestored,7.44,1,Bird,Bar-winged Flycatcher-shrike,,1,15,H,
2019-Nov-05,VAR2_10U,Unrestored,7.44,1,Bird,Nilgiri Flowerpecker,,1,15,S,
2019-Nov-05,VAR2_10U,Unrestored,7.44,1,Bird,Malabar Parakeet,Blue-winged Parakeet,2,15,S,
2019-Nov-05,VAR2_10U,Unrestored,7.44,1,Bird,Gray Junglefowl,,1,30,H,
2019-Nov-05,VAR2_10U,Unrestored,7.44,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,2,0,S,
2019-Nov-05,VAR2_10U,Unrestored,7.44,2,Bird,Indian Blue Robin,,1,0,H,
2019-Nov-05,VAR2_10U,Unrestored,7.44,2,Bird,Nilgiri Flowerpecker,,2,20,S,UC
2019-Nov-05,VAR2_10U,Unrestored,7.44,2,Bird,Purple Sunbird,,1,20,S,OC
2019-Nov-05,VAR2_10U,Unrestored,7.44,2,Bird,Large-billed Crow,,1,10,S,
2019-Nov-05,VAR2_10U,Unrestored,7.44,3,Bird,Greater Coucal,,2,30,S,
2019-Nov-05,VAR2_10U,Unrestored,7.44,3,Bird,Brown Shrike,,1,20,S,
2019-Nov-05,VAR2_10U,Unrestored,7.44,3,Bird,Small Minivet,,1,15,H,
2019-Nov-05,VAR2_10U,Unrestored,7.44,3,Bird,Flame-throated Bulbul,Ruby-throated Bulbul,1,20,H,
2019-Nov-05,VAR3_10U,Unrestored,8.09,1,Bird,Large-billed Leaf Warbler,,1,15,H,
2019-Nov-05,VAR3_10U,Unrestored,8.09,1,Bird,Red-whiskered Bulbul,,4,20,H,
2019-Nov-05,VAR3_10U,Unrestored,8.09,1,Bird,Nilgiri Flowerpecker,,1,10,H,
2019-Nov-05,VAR3_10U,Unrestored,8.09,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,0,F,OC
2019-Nov-05,VAR3_10U,Unrestored,8.09,1,Bird,Malabar Parakeet,Blue-winged Parakeet,1,10,H,
2019-Nov-05,VAR3_10U,Unrestored,8.09,1,Bird,Greenish Warbler,,1,20,H,
2019-Nov-05,VAR3_10U,Unrestored,8.09,1,Bird,Yellow-browed Bulbul,,1,30,H,
2019-Nov-05,VAR3_10U,Unrestored,8.09,1,Bird,Orange Minivet,,1,30,H,
2019-Nov-05,VAR3_10U,Unrestored,8.09,1,Bird,Common Iora,,1,20,H,
2019-Nov-05,VAR3_10U,Unrestored,8.09,2,Bird,White-cheeked Barbet,Small Green Barbet,1,30,H,
2019-Nov-05,VAR3_10U,Unrestored,8.09,2,Bird,Crimson-backed Sunbird,Small Sunbird,1,15,H,
2019-Nov-05,VAR3_10U,Unrestored,8.09,2,Bird,Purple Sunbird,,1,20,H,
2019-Nov-05,VAR3_10U,Unrestored,8.09,3,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,20,H,OC
2019-Nov-05,VAR3_10U,Unrestored,8.09,3,Bird,Asian Fairy-bluebird,,1,10,H,
2019-Nov-05,VAR3_10U,Unrestored,8.09,3,Bird,White-bellied Treepie,,1,30,H,
2019-Nov-05,VAR3_10U,Unrestored,8.09,3,Bird,Common Tailorbird,,1,20,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,1,Bird,Yellow-browed Bulbul,,1,20,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,1,Bird,Southern Hill Myna,,1,20,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,1,Bird,Orange Minivet,,1,30,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,1,Birdsp.,bird sp.,,1,30,H,leafbird/bronzed drongo
2019-Nov-05,VAR4_10U,Unrestored,8.41,1,Bird,Greater Racket-tailed Drongo,,1,30,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,1,Bird,Red-whiskered Bulbul,,1,20,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,1,Bird,Purple Sunbird,,1,10,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,1,Bird,Velvet-fronted Nuthatch,,1,30,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,2,Bird,Common Tailorbird,,2,20,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,2,Bird,Green Warbler,,2,10,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,2,Bird,Greenish Warbler,,2,15,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,2,Bird,Puff-throated Babbler,,2,30,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,2,Bird,Large-billed Leaf Warbler,,2,30,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,2,Bird,Nilgiri Flowerpecker,,2,10,S,
2019-Nov-05,VAR4_10U,Unrestored,8.41,3,Bird,Brown-breasted Flycatcher,,2,20,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,3,Bird,Dark-fronted Babbler,,1,5,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,3,Bird,Crimson-backed Sunbird,Small Sunbird,1,10,S,
2019-Nov-05,VAR4_10U,Unrestored,8.41,3,Bird,Blue-throated Flycatcher,Blue-throated Blue-Flycatcher,1,15,H,
2019-Nov-05,VAR4_10U,Unrestored,8.41,3,Bird,Indian White-eye,,1,30,H,
2019-Nov-05,VAR4_10R,Restored,9.04,1,MAMMAL,NILGIRI LANGUR,,1,20,H,troop
2019-Nov-05,VAR4_10R,Restored,9.04,1,Bird,Indian White-eye,,1,5,H,
2019-Nov-05,VAR4_10R,Restored,9.04,1,Bird,Greenish Warbler,,1,30,H,
2019-Nov-05,VAR4_10R,Restored,9.04,1,Bird,Bronzed Drongo,,1,20,H,
2019-Nov-05,VAR4_10R,Restored,9.04,1,Bird,Chestnut-headed Bee-eater,,1,30,H,
2019-Nov-05,VAR4_10R,Restored,9.04,1,Bird,Indian Scimitar-Babbler,,1,30,H,
2019-Nov-05,VAR4_10R,Restored,9.04,1,Bird,White-bellied Treepie,,1,20,H,
2019-Nov-05,VAR4_10R,Restored,9.04,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2019-Nov-05,VAR4_10R,Restored,9.04,1,Bird,Crimson-backed Sunbird,Small Sunbird,2,20,H,
2019-Nov-05,VAR4_10R,Restored,9.04,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2019-Nov-05,VAR4_10R,Restored,9.04,2,Bird,Southern Hill Myna,,1,30,H,
2019-Nov-05,VAR4_10R,Restored,9.04,2,Bird,Nilgiri Flowerpecker,,1,20,H,
2019-Nov-05,VAR4_10R,Restored,9.04,2,Bird,White-cheeked Barbet,Small Green Barbet,2,30,H,
2019-Nov-05,VAR4_10R,Restored,9.04,2,Bird,Blue-throated Flycatcher,Blue-throated Blue-Flycatcher,1,15,H,
2019-Nov-05,VAR4_10R,Restored,9.04,3,Bird,Flame-throated Bulbul,Ruby-throated Bulbul,1,20,H,
2019-Nov-05,VAR4_10R,Restored,9.04,3,Bird,Large-billed Leaf Warbler,,1,30,H,
2019-Nov-06,OLV2_08U,Unrestored,6.39,1,Bird,Large-billed Leaf Warbler,,1,10,H,
2019-Nov-06,OLV2_08U,Unrestored,6.39,1,Bird,Gray Junglefowl,,1,10,H,
2019-Nov-06,OLV2_08U,Unrestored,6.39,1,Bird,Indian Scimitar-Babbler,,1,30,H,
2019-Nov-06,OLV2_08U,Unrestored,6.39,1,Bird,White-cheeked Barbet,Small Green Barbet,2,10,H,
2019-Nov-06,OLV2_08U,Unrestored,6.39,1,Bird,Nilgiri Flowerpecker,,1,5,H,
2019-Nov-06,OLV2_08U,Unrestored,6.39,1,Bird,Indian Blue Robin,,1,10,H,
2019-Nov-06,OLV2_08U,Unrestored,6.39,2,Bird,Indian White-eye,,1,20,H,G
2019-Nov-06,OLV2_08U,Unrestored,6.39,2,Bird,Malabar Whistling-Thrush,,1,30,H,
2019-Nov-06,OLV2_08U,Unrestored,6.39,2,Bird,Nilgiri Flowerpecker,,1,5,H,
2019-Nov-06,OLV2_08U,Unrestored,6.39,2,Bird,Green Warbler,,1,20,H,
2019-Nov-06,OLV2_08U,Unrestored,6.39,1,Bird,Nilgiri Flowerpecker,,1,0,H,OC
2019-Nov-06,OLV2_08U,Unrestored,6.39,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2019-Nov-06,OLV2_08U,Unrestored,6.39,1,Bird,Nilgiri Flowerpecker,,1,5,H,
2019-Nov-06,OLV2_08U,Unrestored,6.39,1,Bird,Great Hornbill,Great Pied Hornbill,2,50,H,
2019-Nov-06,OLV2_08U,Unrestored,6.39,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,30,H,
2019-Nov-06,OLV1_10U,Unrestored,7.08,1,Bird,Green Warbler,,2,0,H,
2019-Nov-06,OLV1_10U,Unrestored,7.08,1,Bird,Greenish Warbler,,1,15,H,
2019-Nov-06,OLV1_10U,Unrestored,7.08,1,Bird,Yellow-browed Bulbul,,2,30,H,
2019-Nov-06,OLV1_10U,Unrestored,7.08,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,20,H,
2019-Nov-06,OLV1_10U,Unrestored,7.08,1,Bird,Nilgiri Flowerpecker,,1,15,H,
2019-Nov-06,OLV1_10U,Unrestored,7.08,1,Bird,Peregrine Falcon,,1,10,H,
2019-Nov-06,OLV1_10U,Unrestored,7.08,2,Bird,Nilgiri Flowerpecker,,1,20,H,
2019-Nov-06,OLV1_10U,Unrestored,7.08,2,MAMMAL,NILGIRI LANGUR,,1,50,H,
2019-Nov-06,OLV1_10U,Unrestored,7.08,2,Bird,Indian Scimitar-Babbler,,1,30,H,
2019-Nov-06,OLV1_10U,Unrestored,7.08,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,20,H,
2019-Nov-06,OLV1_10U,Unrestored,7.08,2,Bird,White-cheeked Barbet,Small Green Barbet,3,30,H,
2019-Nov-06,OLV1_10U,Unrestored,7.08,3,Bird,Indian White-eye,,1,20,H,
2019-Nov-06,OLV1_10U,Unrestored,7.08,3,Bird,Crimson-backed Sunbird,Small Sunbird,2,5,H,
2019-Nov-06,OLV1_10U,Unrestored,7.08,3,Bird,Nilgiri Flowerpecker,,1,0,H,
2019-Nov-06,OLV2_08R,Restored,7.4,1,Bird,Asian Fairy-bluebird,,1,10,H,
2019-Nov-06,OLV2_08R,Restored,7.4,1,Bird,Blue-throated Flycatcher,Blue-throated Blue-Flycatcher,2,5,H,
2019-Nov-06,OLV2_08R,Restored,7.4,1,Bird,Greenish Warbler,,1,10,H,
2019-Nov-06,OLV2_08R,Restored,7.4,1,Bird,Flame-throated Bulbul,Ruby-throated Bulbul,1,15,H,
2019-Nov-06,OLV2_08R,Restored,7.4,1,Bird,Nilgiri Flowerpecker,,1,5,H,
2019-Nov-06,OLV2_08R,Restored,7.4,1,Bird,Flame-throated Bulbul,Ruby-throated Bulbul,1,20,H,
2019-Nov-06,OLV2_08R,Restored,7.4,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2019-Nov-06,OLV2_08R,Restored,7.4,1,Bird,Great Hornbill,Great Pied Hornbill,1,30,H,OC
2019-Nov-06,OLV2_08R,Restored,7.4,1,Bird,Large-billed Leaf Warbler,,1,0,S,
2019-Nov-06,OLV2_08R,Restored,7.4,1,Bird,Greenish Warbler,,1,5,H,
2019-Nov-06,OLV2_08R,Restored,7.4,1,Bird,Yellow-browed Bulbul,,1,20,H,
2019-Nov-06,OLV2_08R,Restored,7.4,2,Bird,Bronzed Drongo,,1,10,H,
2019-Nov-06,OLV2_08R,Restored,7.4,2,Bird,Indian White-eye,,1,10,H,G
2019-Nov-06,OLV2_08R,Restored,7.4,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,15,H,
2019-Nov-06,OLV2_08R,Restored,7.4,2,Bird,Orange Minivet,,1,10,S,G
2019-Nov-06,OLV2_08R,Restored,7.4,2,Bird,Crimson-backed Sunbird,Small Sunbird,2,15,H,
2019-Nov-06,OLV1_10R,Restored,8.13,1,Bird,Rusty-tailed Flycatcher,,1,20,H,
2019-Nov-06,OLV1_10R,Restored,8.13,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,2,10,H,OC
2019-Nov-06,OLV1_10R,Restored,8.13,1,Bird,Large-billed Leaf Warbler,,1,30,H,
2019-Nov-06,OLV1_10R,Restored,8.13,1,Bird,Greenish Warbler,,1,20,H,
2019-Nov-06,OLV1_10R,Restored,8.13,1,Bird,Green Warbler,,1,30,H,
2019-Nov-06,OLV1_10R,Restored,8.13,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2019-Nov-06,OLV1_10R,Restored,8.13,1,Bird,Nilgiri Flowerpecker,,1,15,H,
2019-Nov-06,OLV1_10R,Restored,8.13,1,Bird,White-cheeked Barbet,Small Green Barbet,2,30,H,
2019-Nov-06,OLV1_10R,Restored,8.13,2,Bird,Yellow-browed Bulbul,,2,15,H,
2019-Nov-06,OLV1_10R,Restored,8.13,2,Bird,Malabar Whistling-Thrush,,1,20,H,
2019-Nov-06,OLV1_10R,Restored,8.13,2,Bird,Indian White-eye,,1,30,H,G
2019-Nov-06,OLV1_10R,Restored,8.13,2,Bird,Malabar Parakeet,Blue-winged Parakeet,2,30,S,OC
2019-Nov-06,OLV1_10R,Restored,8.13,2,Bird,White-cheeked Barbet,Small Green Barbet,1,30,H,
2019-Nov-06,OLV1_10R,Restored,8.13,2,Bird,Crimson-backed Sunbird,Small Sunbird,1,20,H,
2019-Nov-06,OLV1_10R,Restored,8.13,2,Bird,Great Hornbill,Great Pied Hornbill,2,30,H,
2019-Nov-06,OLV1_10R,Restored,8.13,3,Bird,Flame-throated Bulbul,Ruby-throated Bulbul,1,20,H,
2019-Nov-06,OLV1_10R,Restored,8.13,3,Bird,Nilgiri Flowerpecker,,1,30,H,
2019-Nov-06,OLV1_10R,Restored,8.13,3,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2019-Nov-06,THEN_10R,Restored,8.51,1,Bird,Greater Racket-tailed Drongo,,2,10,H,
2019-Nov-06,THEN_10R,Restored,8.51,1,Bird,White-cheeked Barbet,Small Green Barbet,2,10,H,
2019-Nov-06,THEN_10R,Restored,8.51,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,0,H,
2019-Nov-06,THEN_10R,Restored,8.51,1,Bird,White-cheeked Barbet,Small Green Barbet,2,10,H,
2019-Nov-06,THEN_10R,Restored,8.51,1,Bird,Asian Fairy-bluebird,,2,20,H,
2019-Nov-06,THEN_10R,Restored,8.51,1,Bird,Indian White-eye,,1,20,H,G
2019-Nov-06,THEN_10R,Restored,8.51,1,Bird,Puff-throated Babbler,,1,30,H,
2019-Nov-06,THEN_10R,Restored,8.51,1,Bird,Rusty-tailed Flycatcher,,1,30,H,
2019-Nov-06,THEN_10R,Restored,8.51,1,Bird,Yellow-browed Bulbul,,1,15,H,
2019-Nov-06,THEN_10R,Restored,8.51,1,Bird,Malabar Parakeet,Blue-winged Parakeet,1,20,H,OC
2019-Nov-06,THEN_10R,Restored,8.51,1,MAMMAL,GAUR,,1,15,H,
2019-Nov-06,THEN_10R,Restored,8.51,1,MAMMAL,MALABAR GIANT SQUIRREL,,1,15,H,
2019-Nov-06,THEN_10R,Restored,8.51,1,MAMMAL,INDIAN MUNTJAC,,1,20,H,
2019-Nov-06,THEN_10R,Restored,8.51,1,Bird,Flame-throated Bulbul,Ruby-throated Bulbul,1,10,H,
2019-Nov-06,THEN_10R,Restored,8.51,1,Bird,Malabar Gray Hornbill,,1,20,H,
2019-Nov-06,THEN_10R,Restored,8.51,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,15,H,
2019-Nov-06,THEN_10R,Restored,8.51,2,Bird,Yellow-browed Bulbul,,1,30,H,
2019-Nov-06,THEN_10R,Restored,8.51,2,Bird,Yellow-browed Bulbul,,1,30,H,
2019-Nov-06,THEN_10R,Restored,8.51,2,Bird,Nilgiri Flowerpecker,,1,20,H,
2019-Nov-06,THEN_10R,Restored,8.51,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,2,20,H,
2019-Nov-06,THEN_10R,Restored,8.51,2,Bird,Ashy Drongo,,1,30,H,
2019-Nov-06,THEN_10R,Restored,8.51,3,Bird,Greenish Warbler,,1,20,H,
2019-Nov-06,THEN_10R,Restored,8.51,3,Bird,Yellow-browed Bulbul,,1,5,S,
2019-Nov-06,THEN_10R,Restored,8.51,3,Bird,Southern Hill Myna,,1,30,H,
2019-Nov-06,THEN_10U,Unrestored,9.18,1,Bird,Malabar Parakeet,Blue-winged Parakeet,1,30,H,"G, coffee"
2019-Nov-06,THEN_10U,Unrestored,9.18,1,Bird,Gray Junglefowl,,3,15,H,
2019-Nov-06,THEN_10U,Unrestored,9.18,1,Bird,Rusty-tailed Flycatcher,,1,20,H,
2019-Nov-06,THEN_10U,Unrestored,9.18,1,Bird,Greater Racket-tailed Drongo,,1,30,H,
2019-Nov-06,THEN_10U,Unrestored,9.18,1,Bird,Puff-throated Babbler,,1,20,H,
2019-Nov-06,THEN_10U,Unrestored,9.18,1,Bird,Yellow-browed Bulbul,,1,20,H,
2019-Nov-06,THEN_10U,Unrestored,9.18,1,Bird,Greater Flameback,,1,10,S,
2019-Nov-06,THEN_10U,Unrestored,9.18,1,Bird,Asian Fairy-bluebird,,2,20,S,
2019-Nov-06,THEN_10U,Unrestored,9.18,1,Bird,Small Minivet,,3,15,S,
2019-Nov-06,THEN_10U,Unrestored,9.18,1,Bird,Indian White-eye,,1,10,S,
2019-Nov-06,THEN_10U,Unrestored,9.18,2,Bird,Indian Golden Oriole,,1,30,S,
2019-Nov-06,THEN_10U,Unrestored,9.18,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,5,H,OC
2019-Nov-06,THEN_10U,Unrestored,9.18,2,Bird,Crimson-backed Sunbird,Small Sunbird,1,30,H,
2019-Nov-06,THEN_10U,Unrestored,9.18,2,Bird,Nilgiri Flowerpecker,,1,10,H,
2019-Nov-06,THEN_10U,Unrestored,9.18,3,Bird,Greenish Warbler,,1,30,H,
2019-Nov-06,THEN_10U,Unrestored,9.18,3,Bird,Indian Yellow Tit,,3,10,S,
2019-Nov-07,HP36_P4B,Benchmark,6.44,1,Bird,Gray-headed Canary-Flycatcher,,1,15,H,
2019-Nov-07,HP36_P4B,Benchmark,6.44,1,Bird,Greenish Warbler,,1,0,H,
2019-Nov-07,HP36_P4B,Benchmark,6.44,1,Bird,Large-billed Leaf Warbler,,2,20,H,
2019-Nov-07,HP36_P4B,Benchmark,6.44,1,Bird,Velvet-fronted Nuthatch,,1,30,H,
2019-Nov-07,HP36_P4B,Benchmark,6.44,1,Bird,Brown-cheeked Fulvetta,,1,30,H,G
2019-Nov-07,HP36_P4B,Benchmark,6.44,1,Bird,Nilgiri Flowerpecker,,1,20,H,
2019-Nov-07,HP36_P4B,Benchmark,6.44,1,Bird,Brown-cheeked Fulvetta,,1,15,H,G
2019-Nov-07,HP36_P4B,Benchmark,6.44,1,Bird,Yellow-browed Bulbul,,1,15,H,
2019-Nov-07,HP36_P4B,Benchmark,6.44,1,Bird,Indian Scimitar-Babbler,,1,30,H,
2019-Nov-07,HP36_P4B,Benchmark,6.44,1,Bird,Greenish Warbler,,1,30,H,
2019-Nov-07,HP36_P4B,Benchmark,6.44,2,Bird,Greenish Warbler,,1,5,H,
2019-Nov-07,HP36_P4B,Benchmark,6.44,2,Bird,Crimson-backed Sunbird,Small Sunbird,1,15,H,G
2019-Nov-07,HP36_P4B,Benchmark,6.44,2,Bird,Yellow-browed Bulbul,,1,20,H,G
2019-Nov-07,HP36_P4B,Benchmark,6.44,2,Bird,Indian White-eye,,1,10,H,G
2019-Nov-07,HP36_P4B,Benchmark,6.44,2,Bird,Nilgiri Flycatcher,,1,20,H,added 1 to the number of birds
2019-Nov-07,HP36_P4B,Benchmark,6.44,3,Bird,Black-naped Monarch,,2,20,H,
2019-Nov-07,HP36_P4B,Benchmark,6.44,3,Bird,Square-tailed Bulbul,Black Bulbul,1,30,H,
2019-Nov-07,HP36_P4B,Benchmark,6.44,3,Bird,Nilgiri Flowerpecker,,1,15,H,
2019-Nov-07,HP36_P4B,Benchmark,6.44,3,Bird,White-bellied Blue Flycatcher,,1,20,H,
2019-Nov-07,HP36_P3B,Benchmark,7.12,1,Bird,Indian Blue Robin,,1,10,H,
2019-Nov-07,HP36_P3B,Benchmark,7.12,1,Bird,Malabar Whistling-Thrush,,2,15,H,
2019-Nov-07,HP36_P3B,Benchmark,7.12,1,Bird,Large-billed Leaf Warbler,,1,10,H,
2019-Nov-07,HP36_P3B,Benchmark,7.12,1,Bird,Square-tailed Bulbul,Black Bulbul,2,30,H,
2019-Nov-07,HP36_P3B,Benchmark,7.12,1,Bird,Square-tailed Bulbul,Black Bulbul,2,10,H,
2019-Nov-07,HP36_P3B,Benchmark,7.12,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,15,H,
2019-Nov-07,HP36_P3B,Benchmark,7.12,1,Bird,Nilgiri Flowerpecker,,1,10,H,
2019-Nov-07,HP36_P3B,Benchmark,7.12,2,Bird,Yellow-browed Bulbul,,1,30,H,
2019-Nov-07,HP36_P3B,Benchmark,7.12,2,Bird,Asian Emerald Dove,,1,30,H,
2019-Nov-07,HP36_P3B,Benchmark,7.12,2,Bird,Greenish Warbler,,1,15,H,
2019-Nov-07,HP36_P3B,Benchmark,7.12,3,Bird,Wayanad Laughingthrush,,1,30,H,G
2019-Nov-07,HP36_P3B,Benchmark,7.12,3,Bird,Indian White-eye,,1,0,H,G
2019-Nov-07,HP36_P1B,Benchmark,7.38,1,Bird,Brown-cheeked Fulvetta,,1,30,H,
2019-Nov-07,HP36_P1B,Benchmark,7.38,1,Bird,Greater Racket-tailed Drongo,,1,20,H,
2019-Nov-07,HP36_P1B,Benchmark,7.38,1,Bird,Greater Racket-tailed Drongo,,2,30,H,
2019-Nov-07,HP36_P1B,Benchmark,7.38,1,Bird,Greenish Warbler,,1,30,H,
2019-Nov-07,HP36_P1B,Benchmark,7.38,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,30,H,
2019-Nov-07,HP36_P1B,Benchmark,7.38,1,Bird,Greater Racket-tailed Drongo,,1,20,H,
2019-Nov-07,HP36_P1B,Benchmark,7.38,1,Bird,Indian White-eye,,1,15,H,G
2019-Nov-07,HP36_P1B,Benchmark,7.38,1,Bird,Large-billed Crow,,1,30,H,
2019-Nov-07,HP36_P1B,Benchmark,7.38,1,MAMMAL,MALABAR GIANT SQUIRREL,,1,5,S,
2019-Nov-07,HP36_P1B,Benchmark,7.38,1,Bird,Asian Fairy-bluebird,,2,30,H,
2019-Nov-07,HP36_P1B,Benchmark,7.38,2,Bird,Green Warbler,,1,20,H,
2019-Nov-07,HP36_P1B,Benchmark,7.38,2,Bird,Large-billed Leaf Warbler,,1,30,H,
2019-Nov-07,HP36_P1B,Benchmark,7.38,3,Bird,Black-naped Monarch,,1,30,H,
2019-Nov-07,HP36_P1B,Benchmark,7.38,3,Bird,Gray-headed Canary-Flycatcher,,1,20,H,
2019-Nov-07,HP36_P1B,Benchmark,7.38,3,Bird,Greenish Warbler,,1,15,H,
