date,site_id,site_type,start_time,time_segment,bird_mammal,common_name,old_common_name,number,distance,HSF,notes
2019-Nov-30,VAR2_10R,Restored,8.52,3,Bird,Indian Paradise-Flycatcher,,1,10,H,
2019-Nov-30,VAR2_10R,Restored,8.52,3,Bird,Orange-headed Thrush,,1,10,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,5,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,1,Bird,Brown-cheeked Fulvetta,,1,30,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,1,Bird,Indian Scimitar-Babbler,,1,20,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,1,Bird,Yellow-browed Bulbul,,1,20,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,1,Bird,Large-billed Leaf Warbler,,1,30,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,1,Bird,Nilgiri Flowerpecker,,1,10,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,1,Bird,Greater Flameback,,1,30,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,1,Bird,Greenish Warbler,,1,15,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,1,Bird,Malabar Whistling-Thrush,,1,30,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,1,Bird,Orange-headed Thrush,,1,20,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,2,Bird,Orange Minivet,,1,10,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,2,Bird,Indian White-eye,,1,15,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,2,Bird,Puff-throated Babbler,,1,20,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,2,Bird,Velvet-fronted Nuthatch,,1,15,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,2,Bird,Gray-headed Canary-Flycatcher,,1,5,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,3,Bird,Green Warbler,,1,5,H,
2019-Dec-02,HP36_P4B,Benchmark,6.48,3,MAMMAL,MALABAR GIANT SQUIRREL,,1,30,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,1,Bird,Puff-throated Babbler,,1,20,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,1,Bird,Gray-headed Canary-Flycatcher,,1,10,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,1,Bird,Greenish Warbler,,2,5,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,1,Bird,Large-billed Leaf Warbler,,1,10,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,1,MAMMAL,MALABAR GIANT SQUIRREL,,1,15,S,
2019-Dec-02,HP36_P3B,Benchmark,7.15,1,Bird,Nilgiri Flowerpecker,,1,10,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,1,Bird,Nilgiri Flowerpecker,,1,0,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,1,Bird,Malabar Whistling-Thrush,,1,10,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,1,Bird,Velvet-fronted Nuthatch,,1,20,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,1,Bird,Indian White-eye,,1,20,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,10,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,2,Bird,Brown-breasted Flycatcher,,1,20,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,2,Bird,Bronzed Drongo,,1,10,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,2,Bird,Green Warbler,,1,10,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,1,Bird,Indian Paradise-Flycatcher,,1,10,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,1,Bird,Yellow-browed Bulbul,,1,15,H,G
2019-Dec-02,HP36_P3B,Benchmark,7.15,1,Birdsp.,bird sp.,,1,20,H,
2019-Dec-02,HP36_P3B,Benchmark,7.15,1,Bird,Square-tailed Bulbul,Black Bulbul,1,15,H,
2019-Dec-02,HP36_P2B,Benchmark,7.42,1,Bird,Gray-headed Canary-Flycatcher,,1,20,H,
2019-Dec-02,HP36_P2B,Benchmark,7.42,1,Bird,Large-billed Leaf Warbler,,1,20,H,
2019-Dec-02,HP36_P2B,Benchmark,7.42,1,Bird,Yellow-browed Bulbul,,1,15,H,G
2019-Dec-02,HP36_P2B,Benchmark,7.42,1,Bird,Mountain Imperial-Pigeon,,1,30,H,
2019-Dec-02,HP36_P2B,Benchmark,7.42,1,Bird,Bronzed Drongo,,1,30,H,
2019-Dec-02,HP36_P2B,Benchmark,7.42,1,Bird,Greenish Warbler,,2,30,H,
2019-Dec-02,HP36_P2B,Benchmark,7.42,1,Bird,Malabar Whistling-Thrush,,1,20,H,
2019-Dec-02,HP36_P2B,Benchmark,7.42,1,Birdsp.,crow sp.,,1,30,H,
2019-Dec-02,HP36_P2B,Benchmark,7.42,1,Bird,Yellow-browed Bulbul,,1,20,H,
2019-Dec-02,HP36_P2B,Benchmark,7.42,2,Bird,Greenish Warbler,,1,15,H,
2019-Dec-02,HP36_P2B,Benchmark,7.42,2,Bird,Greater Racket-tailed Drongo,,1,30,H,
2019-Dec-02,HP36_P2B,Benchmark,7.42,2,Bird,Gray Junglefowl,,1,20,H,
2019-Dec-02,HP36_P2B,Benchmark,7.42,3,Bird,Velvet-fronted Nuthatch,,1,20,H,
2019-Dec-02,HP36_P1B,Benchmark,8.11,1,Bird,Southern Hill Myna,,1,30,H,
2019-Dec-02,HP36_P1B,Benchmark,8.11,1,Bird,Mountain Imperial-Pigeon,,1,30,H,
2019-Dec-02,HP36_P1B,Benchmark,8.11,1,Bird,Gray-headed Canary-Flycatcher,,1,30,H,
2019-Dec-02,HP36_P1B,Benchmark,8.11,1,Bird,Large-billed Leaf Warbler,,1,20,H,
2019-Dec-02,HP36_P1B,Benchmark,8.11,1,Bird,Gray Junglefowl,,1,20,H,
2019-Dec-02,HP36_P1B,Benchmark,8.11,1,Bird,Puff-throated Babbler,,1,20,H,
2019-Dec-02,HP36_P1B,Benchmark,8.11,1,Bird,Orange-headed Thrush,,2,30,H,E
2019-Dec-02,HP36_P1B,Benchmark,8.11,1,Bird,Malabar Whistling-Thrush,,1,10,H,
2019-Dec-02,HP36_P1B,Benchmark,8.11,1,Bird,Greenish Warbler,,1,20,H,
2019-Dec-02,HP36_P1B,Benchmark,8.11,2,Bird,Greater Racket-tailed Drongo,,1,20,H,
2019-Dec-02,HP36_P1B,Benchmark,8.11,2,Bird,Greenish Warbler,,1,15,H,
2019-Dec-02,HP36_P1B,Benchmark,8.11,3,Bird,Indian White-eye,,1,10,H,
2019-Dec-02,HP36_P1B,Benchmark,8.11,3,Bird,Large-billed Leaf Warbler,,1,10,H,
2019-Dec-02,HP36_P1B,Benchmark,8.11,3,Bird,Crimson-backed Sunbird,Small Sunbird,1,10,H,
2019-Dec-02,HP36_P1B,Benchmark,8.11,3,Bird,Indian Scimitar-Babbler,,1,30,H,
2019-Dec-02,HP40_08R,Restored,8.52,1,Bird,Yellow-browed Bulbul,,1,10,H,
2019-Dec-02,HP40_08R,Restored,8.52,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,5,H,
2019-Dec-02,HP40_08R,Restored,8.52,1,Bird,Nilgiri Flowerpecker,,1,0,S,
2019-Dec-02,HP40_08R,Restored,8.52,1,Bird,Nilgiri Flowerpecker,,1,5,H,
2019-Dec-02,HP40_08R,Restored,8.52,1,Bird,Indian White-eye,,1,5,S,
2019-Dec-02,HP40_08R,Restored,8.52,1,Bird,Velvet-fronted Nuthatch,,1,15,H,
2019-Dec-02,HP40_08R,Restored,8.52,2,Bird,Nilgiri Flowerpecker,,1,0,S,
2019-Dec-02,HP40_08R,Restored,8.52,2,Bird,Square-tailed Bulbul,Black Bulbul,1,10,H,
2019-Dec-02,HP40_08R,Restored,8.52,3,Bird,Greenish Warbler,,1,5,H,
2019-Dec-02,HP40_08R,Restored,8.52,3,Birdsp.,bird sp.,,1,0,H,
2019-Dec-02,HP40_08R,Restored,8.52,3,Birdsp.,Green/Greenish Warbler,,1,0,H,
2019-Dec-02,HP40_08R,Restored,8.52,3,Bird,Indian Scimitar-Babbler,,1,30,H,
2019-Dec-02,HP40_08R,Restored,8.52,3,Bird,Black-naped Monarch,,1,0,H,
2019-Dec-02,HP40_05R,Restored,9.29,1,Bird,Indian White-eye,,1,5,S,
2019-Dec-02,HP40_05R,Restored,9.29,1,Bird,Asian Emerald Dove,,2,0,S,E
2019-Dec-02,HP40_05R,Restored,9.29,1,Bird,Red-whiskered Bulbul,,1,10,H,
2019-Dec-02,HP40_05R,Restored,9.29,1,Bird,Nilgiri Flowerpecker,,1,10,H,
2019-Dec-02,HP40_05R,Restored,9.29,1,Bird,Nilgiri Flowerpecker,,1,10,H,
2019-Dec-02,HP40_05R,Restored,9.29,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,5,H,
2019-Dec-02,HP40_05R,Restored,9.29,1,Bird,Indian Blue Robin,,1,5,H,
2019-Dec-02,HP40_05R,Restored,9.29,2,Bird,Black-naped Monarch,,1,5,S,
2019-Dec-02,HP40_05R,Restored,9.29,2,Bird,Greenish Warbler,,1,10,H,
2019-Dec-02,HP40_05R,Restored,9.29,2,Bird,White-cheeked Barbet,Small Green Barbet,1,30,H,
2019-Dec-02,HP40_05R,Restored,9.29,3,Bird,Blyth's Reed Warbler,,1,10,H,
2019-Dec-02,HP40_05R,Restored,9.29,3,Bird,Indian Blue Robin,,1,15,H,
2019-Dec-04,THEN_10U,Unrestored,6.47,1,Bird,Yellow-browed Bulbul,,1,15,H,G
2019-Dec-04,THEN_10U,Unrestored,6.47,1,Bird,Nilgiri Flowerpecker,,1,5,H,
2019-Dec-04,THEN_10U,Unrestored,6.47,1,Bird,Asian Fairy-bluebird,,1,15,H,
2019-Dec-04,THEN_10U,Unrestored,6.47,1,Bird,Square-tailed Bulbul,Black Bulbul,1,30,H,
2019-Dec-04,THEN_10U,Unrestored,6.47,1,Bird,Indian Blue Robin,,1,20,H,
2019-Dec-04,THEN_10U,Unrestored,6.47,1,Bird,Greenish Warbler,,1,10,H,
2019-Dec-04,THEN_10U,Unrestored,6.47,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2019-Dec-04,THEN_10U,Unrestored,6.47,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,5,F,OC
2019-Dec-04,THEN_10U,Unrestored,6.47,2,Bird,Velvet-fronted Nuthatch,,1,30,H,
2019-Dec-04,THEN_10U,Unrestored,6.47,3,Bird,White-cheeked Barbet,Small Green Barbet,1,30,H,
2019-Dec-04,THEN_10U,Unrestored,6.47,3,Bird,Yellow-browed Bulbul,,1,5,S,
2019-Dec-04,THEN_10U,Unrestored,6.47,3,Birdsp.,bird sp.,,1,5,S,
2019-Dec-04,THEN_10R,Restored,7.1,1,MAMMAL,SAMBAR,,1,30,S,E
2019-Dec-04,THEN_10R,Restored,7.1,1,Bird,Yellow-browed Bulbul,,1,10,H,G
2019-Dec-04,THEN_10R,Restored,7.1,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2019-Dec-04,THEN_10R,Restored,7.1,1,Bird,Greenish Warbler,,1,5,H,
2019-Dec-04,THEN_10R,Restored,7.1,1,Bird,Greenish Warbler,,1,15,H,
2019-Dec-04,THEN_10R,Restored,7.1,1,Bird,Malabar Parakeet,Blue-winged Parakeet,1,15,H,
2019-Dec-04,THEN_10R,Restored,7.1,1,Bird,Malabar Whistling-Thrush,,1,10,H,
2019-Dec-04,THEN_10R,Restored,7.1,2,Bird,Nilgiri Flowerpecker,,1,15,H,
2019-Dec-04,THEN_10R,Restored,7.1,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,20,H,
2019-Dec-04,THEN_10R,Restored,7.1,2,Bird,Square-tailed Bulbul,Black Bulbul,2,10,H,
2019-Dec-04,THEN_10R,Restored,7.1,3,Bird,Greater Racket-tailed Drongo,,1,10,H,
2019-Dec-04,THEN_10R,Restored,7.1,3,Bird,Indian White-eye,,1,15,H,
2019-Dec-04,OLV1_10R,Restored,7.4,1,Bird,Greenish Warbler,,1,10,H,
2019-Dec-04,OLV1_10R,Restored,7.4,1,Bird,Greenish Warbler,,1,15,H,
2019-Dec-04,OLV1_10R,Restored,7.4,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2019-Dec-04,OLV1_10R,Restored,7.4,1,Bird,White-cheeked Barbet,Small Green Barbet,1,30,H,
2019-Dec-04,OLV1_10R,Restored,7.4,1,Bird,Nilgiri Flowerpecker,,1,5,H,
2019-Dec-04,OLV1_10R,Restored,7.4,1,MAMMAL,MOUSE DEER,,1,20,S,E
2019-Dec-04,OLV1_10R,Restored,7.4,1,Bird,Yellow-browed Bulbul,,1,10,H,
2019-Dec-04,OLV1_10R,Restored,7.4,1,Bird,Little Spiderhunter,,1,30,H,
2019-Dec-04,OLV1_10R,Restored,7.4,1,Bird,Brown-breasted Flycatcher,,1,20,H,
2019-Dec-04,OLV1_10R,Restored,7.4,2,Bird,Gray Junglefowl,,1,30,H,
2019-Dec-04,OLV1_10R,Restored,7.4,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,F,OC
2019-Dec-04,OLV1_10R,Restored,7.4,2,Bird,Crimson-backed Sunbird,Small Sunbird,1,5,H,
2019-Dec-04,OLV1_10R,Restored,7.4,3,Bird,Greenish Warbler,,1,15,H,
2019-Dec-04,OLV1_10R,Restored,7.4,3,Bird,Yellow-browed Bulbul,,1,5,H,G
2019-Dec-04,OLV1_10R,Restored,7.4,3,Bird,Indian White-eye,,1,5,H,
2019-Dec-04,OLV1_10R,Restored,7.4,3,Bird,Nilgiri Flowerpecker,,1,15,H,
2019-Dec-04,OLV2_08R,Restored,8.08,1,Birdsp.,blue-flycatcher sp.,,1,20,H,E
2019-Dec-04,OLV2_08R,Restored,8.08,1,Bird,Brown-breasted Flycatcher,,1,20,H,E
2019-Dec-04,OLV2_08R,Restored,8.08,1,Bird,Greenish Warbler,,1,5,H,
2019-Dec-04,OLV2_08R,Restored,8.08,1,Bird,Indian White-eye,,1,5,H,
2019-Dec-04,OLV2_08R,Restored,8.08,1,Bird,Orange Minivet,,1,10,H,
2019-Dec-04,OLV2_08R,Restored,8.08,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,15,H,
2019-Dec-04,OLV2_08R,Restored,8.08,1,Bird,Ashy Drongo,,1,10,H,
2019-Dec-04,OLV2_08R,Restored,8.08,1,Bird,Large-billed Leaf Warbler,,1,15,H,
2019-Dec-04,OLV2_08R,Restored,8.08,1,Bird,Greenish Warbler,,1,10,H,
2019-Dec-04,OLV2_08R,Restored,8.08,2,Bird,Crimson-backed Sunbird,Small Sunbird,1,5,H,
2019-Dec-04,OLV2_08R,Restored,8.08,2,Bird,Asian Fairy-bluebird,,1,15,H,
2019-Dec-04,OLV2_08R,Restored,8.08,2,Bird,Green Warbler,,1,10,H,
2019-Dec-04,OLV2_08R,Restored,8.08,2,Bird,White-cheeked Barbet,Small Green Barbet,2,30,H,
2019-Dec-04,OLV2_08R,Restored,8.08,2,Bird,Nilgiri Flowerpecker,,1,10,H,
2019-Dec-04,OLV2_08R,Restored,8.08,2,Bird,Malabar Parakeet,Blue-winged Parakeet,1,30,H,
2019-Dec-04,OLV2_08R,Restored,8.08,3,Bird,Indian Blue Robin,,1,10,H,
2019-Dec-04,OLV2_08R,Restored,8.08,3,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,15,H,
2019-Dec-04,OLV2_08R,Restored,8.08,3,Bird,Square-tailed Bulbul,Black Bulbul,1,15,H,
2019-Dec-04,OLV1_10U,Unrestored,8.35,1,Bird,Green Warbler,,1,0,H,
2019-Dec-04,OLV1_10U,Unrestored,8.35,1,Bird,Green Warbler,,1,0,H,
2019-Dec-04,OLV1_10U,Unrestored,8.35,1,Bird,Nilgiri Flowerpecker,,1,10,H,
2019-Dec-04,OLV1_10U,Unrestored,8.35,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,5,H,
2019-Dec-04,OLV1_10U,Unrestored,8.35,1,Bird,Southern Hill Myna,,1,10,F,OC
2019-Dec-04,OLV1_10U,Unrestored,8.35,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,5,F,OC
2019-Dec-04,OLV1_10U,Unrestored,8.35,2,Bird,Malabar Barbet,Crimson-throated Barbet,1,30,H,
2019-Dec-04,OLV1_10U,Unrestored,8.35,3,Bird,Nilgiri Flowerpecker,,1,0,H,
2019-Dec-04,OLV2_08U,Unrestored,9.02,1,Bird,Nilgiri Flowerpecker,,2,5,H,
2019-Dec-04,OLV2_08U,Unrestored,9.02,1,MAMMAL,GAUR,,1,10,S,E
2019-Dec-04,OLV2_08U,Unrestored,9.02,1,Bird,Great Hornbill,Great Pied Hornbill,1,50,H,
2019-Dec-04,OLV2_08U,Unrestored,9.02,1,Bird,Red-whiskered Bulbul,,1,30,H,
2019-Dec-04,OLV2_08U,Unrestored,9.02,1,Bird,Nilgiri Flowerpecker,,1,5,H,
2019-Dec-04,OLV2_08U,Unrestored,9.02,1,Bird,Green Warbler,,1,10,H,
2019-Dec-04,OLV2_08U,Unrestored,9.02,2,Bird,Large-billed Leaf Warbler,,1,5,H,
2019-Dec-04,OLV2_08U,Unrestored,9.02,2,Bird,Indian White-eye,,1,10,H,
2019-Dec-04,OLV2_08U,Unrestored,9.02,2,Bird,Malabar Whistling-Thrush,,1,30,H,
2019-Dec-04,OLV2_08U,Unrestored,9.02,3,Bird,White-cheeked Barbet,Small Green Barbet,1,30,H,
2019-Dec-04,OLV2_08U,Unrestored,9.02,3,Bird,Greenish Warbler,,1,30,H,
2019-Dec-04,OLV2_08U,Unrestored,9.02,3,Bird,Crimson-backed Sunbird,Small Sunbird,1,0,H,
2019-Dec-04,OLV2_08U,Unrestored,9.02,3,Bird,Indian Scimitar-Babbler,,1,30,H,
2019-Dec-05,IPTO_05U,Unrestored,6.47,1,Bird,Red-whiskered Bulbul,,1,10,H,
2019-Dec-05,IPTO_05U,Unrestored,6.47,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,5,S,
2019-Dec-05,IPTO_05U,Unrestored,6.47,1,Bird,Indian Blue Robin,,1,20,H,
2019-Dec-05,IPTO_05U,Unrestored,6.47,1,Bird,Nilgiri Flowerpecker,,1,5,F,OC
2019-Dec-05,IPTO_05U,Unrestored,6.47,1,Bird,Indian Scimitar-Babbler,,1,30,H,
2019-Dec-05,IPTO_05U,Unrestored,6.47,1,Bird,Square-tailed Bulbul,Black Bulbul,1,5,H,
2019-Dec-05,IPTO_05U,Unrestored,6.47,1,Bird,Southern Hill Myna,,1,30,H,
2019-Dec-05,IPTO_05U,Unrestored,6.47,2,Bird,Yellow-browed Bulbul,,1,20,H,
2019-Dec-05,IPTO_05U,Unrestored,6.47,2,Bird,Indian Paradise-Flycatcher,,1,20,H,
2019-Dec-05,IPTO_05U,Unrestored,6.47,2,Bird,Nilgiri Flowerpecker,,1,5,H,
2019-Dec-05,IPTO_05U,Unrestored,6.47,2,Bird,Large-billed Leaf Warbler,,1,20,H,
2019-Dec-05,IPTO_05U,Unrestored,6.47,3,Bird,Asian Fairy-bluebird,,1,20,H,
2019-Dec-05,IPTO_05U,Unrestored,6.47,3,Bird,Ashy Drongo,,1,30,H,
2019-Dec-05,IPTO_05U,Unrestored,6.47,3,Bird,Indian White-eye,,1,20,H,
2019-Dec-05,IPTO_05U,Unrestored,6.47,3,Bird,Square-tailed Bulbul,Black Bulbul,2,10,H,
2019-Dec-05,IPTO_06U,Unrestored,7.14,1,Bird,Nilgiri Flowerpecker,,2,10,H,
2019-Dec-05,IPTO_06U,Unrestored,7.14,1,Bird,Square-tailed Bulbul,Black Bulbul,1,30,H,
2019-Dec-05,IPTO_06U,Unrestored,7.14,1,Bird,Indian White-eye,,1,5,H,
2019-Dec-05,IPTO_06U,Unrestored,7.14,1,Bird,Yellow-browed Bulbul,,1,30,H,
2019-Dec-05,IPTO_06U,Unrestored,7.14,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,5,H,
2019-Dec-05,IPTO_06U,Unrestored,7.14,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,F,OC
2019-Dec-05,IPTO_06U,Unrestored,7.14,2,Bird,Puff-throated Babbler,,1,10,H,
2019-Dec-05,IPTO_06U,Unrestored,7.14,3,Bird,Large-billed Leaf Warbler,,1,30,H,
2019-Dec-05,IPTO_06U,Unrestored,7.14,3,Bird,Yellow-browed Bulbul,,1,5,H,G
2019-Dec-05,IPTO_06U,Unrestored,7.14,3,Bird,Nilgiri Flowerpecker,,1,5,H,
2019-Dec-05,IPTO_06U,Unrestored,7.14,3,Bird,Gray Junglefowl,,1,30,H,
2019-Dec-05,IPTO_07U,Unrestored,7.37,1,Bird,Indian White-eye,,1,20,H,G
2019-Dec-05,IPTO_07U,Unrestored,7.37,1,Bird,Nilgiri Flowerpecker,,1,10,H,
2019-Dec-05,IPTO_07U,Unrestored,7.37,1,Bird,Red-whiskered Bulbul,,1,15,H,
2019-Dec-05,IPTO_07U,Unrestored,7.37,2,Bird,Nilgiri Flowerpecker,,1,5,H,
2019-Dec-05,IPTO_07U,Unrestored,7.37,2,Bird,Ashy Drongo,,1,10,H,
2019-Dec-05,IPTO_07U,Unrestored,7.37,3,Bird,Yellow-browed Bulbul,,1,30,H,
2019-Dec-05,IPTO_07U,Unrestored,7.37,3,Bird,Indian Blue Robin,,1,20,H,
2019-Dec-05,IPTO_07U,Unrestored,7.37,3,Bird,Greenish Warbler,,1,15,H,
2019-Dec-05,IPTO_04U,Unrestored,7.59,1,Bird,Green Warbler,,1,0,H,
2019-Dec-05,IPTO_04U,Unrestored,7.59,1,Bird,Nilgiri Flowerpecker,,1,15,H,
2019-Dec-05,IPTO_04U,Unrestored,7.59,1,Bird,Asian Emerald Dove,,1,30,H,
2019-Dec-05,IPTO_04U,Unrestored,7.59,1,Bird,Indian White-eye,,1,10,H,G
2019-Dec-05,IPTO_04U,Unrestored,7.59,1,Bird,White-cheeked Barbet,Small Green Barbet,1,20,H,
2019-Dec-05,IPTO_04U,Unrestored,7.59,1,Bird,Indian Scimitar-Babbler,,1,30,H,
2019-Dec-05,IPTO_04U,Unrestored,7.59,2,Bird,Crimson-backed Sunbird,Small Sunbird,1,10,H,
2019-Dec-05,IPTO_04U,Unrestored,7.59,2,Bird,Nilgiri Flowerpecker,,1,10,H,
2019-Dec-05,IPTO_04U,Unrestored,7.59,2,Bird,Large-billed Leaf Warbler,,1,10,H,
2019-Dec-05,IPTO_04U,Unrestored,7.59,2,Bird,Square-tailed Bulbul,Black Bulbul,1,30,H,
2019-Dec-05,IPTO_04U,Unrestored,7.59,2,Bird,White-cheeked Barbet,Small Green Barbet,1,20,H,
2019-Dec-05,IPTO_04U,Unrestored,7.59,3,Bird,White-cheeked Barbet,Small Green Barbet,1,0,H,
2019-Dec-05,IPTO_04U,Unrestored,7.59,3,Bird,Square-tailed Bulbul,Black Bulbul,2,0,H,
2019-Dec-05,IPTO_04U,Unrestored,7.59,3,Bird,Ashy Drongo,,1,20,H,X
2019-Dec-05,IPTO_04U,Unrestored,7.59,3,Bird,Black-naped Monarch,,1,20,H,X
2019-Dec-05,IPTO_04U,Unrestored,7.59,3,Bird,Red-whiskered Bulbul,,1,10,H,X
2019-Dec-05,IPTO_04U,Unrestored,7.59,3,Bird,Gray-headed Canary-Flycatcher,,1,10,H,X
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,Greenish Warbler,,1,10,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,White-bellied Treepie,,1,20,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,White-cheeked Barbet,Small Green Barbet,1,20,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,Puff-throated Babbler,,1,30,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,White-cheeked Barbet,Small Green Barbet,1,30,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,Indian Scimitar-Babbler,,1,20,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,Malabar Whistling-Thrush,,1,15,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,Greenish Warbler,,1,15,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Birdsp.,bird sp.,,1,20,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,Yellow-browed Bulbul,,1,20,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,Large-billed Leaf Warbler,,1,20,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,Nilgiri Flowerpecker,,1,10,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,Square-tailed Bulbul,Black Bulbul,1,20,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,Green Warbler,,1,15,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,1,Bird,Indian Blue Robin,,1,20,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,2,Bird,Crimson-backed Sunbird,Small Sunbird,1,10,H,G
2019-Dec-06,PANM_P3B,Benchmark,7.37,2,Bird,Greater Racket-tailed Drongo,,1,10,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,2,Bird,Asian Emerald Dove,,1,30,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,2,MAMMAL,NILGIRI LANGUR,,1,20,S,"loud alarm calls, Vani said they call this way when there's a leopard or tiger around"
2019-Dec-06,PANM_P3B,Benchmark,7.37,2,Bird,Velvet-fronted Nuthatch,,1,5,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,2,Bird,Square-tailed Bulbul,Black Bulbul,1,10,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,3,Bird,Brown-cheeked Fulvetta,,1,30,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,3,Bird,Little Spiderhunter,,1,30,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,3,Bird,Nilgiri Flowerpecker,,1,10,H,
2019-Dec-06,PANM_P3B,Benchmark,7.37,3,Bird,Greater Coucal,,1,20,H,
2019-Dec-06,PANM_P2B,Benchmark,7.57,1,Bird,Large-billed Leaf Warbler,,1,20,H,
2019-Dec-06,PANM_P2B,Benchmark,7.57,1,Bird,Gray Junglefowl,,1,30,H,
2019-Dec-06,PANM_P2B,Benchmark,7.57,1,Bird,Puff-throated Babbler,,1,30,H,
2019-Dec-06,PANM_P2B,Benchmark,7.57,1,Bird,Greenish Warbler,,1,5,H,
2019-Dec-06,PANM_P2B,Benchmark,7.57,1,Bird,Malabar Whistling-Thrush,,1,10,S,
2019-Dec-06,PANM_P2B,Benchmark,7.57,1,Bird,Greenish Warbler,,1,15,H,
2019-Dec-06,PANM_P2B,Benchmark,7.57,1,Bird,Yellow-browed Bulbul,,1,30,H,G
2019-Dec-06,PANM_P2B,Benchmark,7.57,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,5,F,OC
2019-Dec-06,PANM_P2B,Benchmark,7.57,1,Bird,Green Warbler,,1,5,H,
2019-Dec-06,PANM_P2B,Benchmark,7.57,1,Bird,Yellow-browed Bulbul,,1,30,H,G
