"filename","restoration_type","eBird_codes","bout","song","call","begin_time_in_s","end_time_in_s","low_freq_in_Hz","high_freq_in_Hz","peak_freq_in_Hz","center_freq_in_Hz","delta_freq_in_Hz","BW_90_in_Hz","delta_time_in_s","dur_90_in_s","min_amp","max_amp","peak_amp"
"HP4008U_20200307_181500_130-140","Passive","ABFL","bout 4",0,1,7.50927804,7.83765406,6245.4,9100.4,7406.25,7218.75,2855.019,1687.5,0.3284,0.2293,-686,660,686
"HP4008U_20200307_181500_130-140","Passive","ABFL","bout 5",0,1,8.72364973,9.0644173,6468.4,8565.1,7687.5,7312.5,2096.654,1218.75,0.3408,0.2187,-524,628,628
"HP4008U_20200307_181500_140-150","Passive","ABFL","bout 1",0,1,2.54026732,2.85625179,6736.1,9055.8,7406.25,7406.25,2319.703,1406.25,0.316,0.208,-681,817,817
"HP4008U_20200307_181500_140-150","Passive","ABFL","bout 2",0,1,5.11770929,5.40891066,6156.1,8119,7031.25,7031.25,1962.825,1593.75,0.2912,0.1973,-457,504,504
"HP4008U_20200307_181500_140-150","Passive","ABFL","bout 3",0,1,8.56875538,8.80419479,6111.5,7762.1,6562.5,6656.25,1650.558,1125,0.2354,0.1547,-456,548,548
"HP4008U_20200307_181500_140-150","Passive","ABFL","bout 4",0,1,9.78312708,9.99997917,6022.3,7762.1,6375,6656.25,1739.777,937.5,0.2169,0.1547,-743,848,848
"HP4008U_20200307_181500_150-160","Passive","ABFL","bout 1",0,1,1.20198015,1.59850968,6200.7,8208.2,6750,6937.5,2007.435,1218.75,0.3965,0.2347,-567,775,775
"HP4008U_20200307_181500_150-160","Passive","ABFL","bout 2",0,1,3.37669681,3.67409396,5888.5,7316,6187.5,6281.25,1427.509,843.75,0.2974,0.1813,-525,716,716
"HP4008U_20200307_181500_150-160","Passive","ABFL","bout 3",0,1,4.56628541,4.82031214,6066.9,7628.3,6281.25,6468.75,1561.338,1031.25,0.254,0.1653,-586,701,701
"HP4008U_20200307_181500_150-160","Passive","ABFL","bout 4",0,1,6.25153592,6.64806546,6066.9,7940.5,6468.75,6750,1873.606,1406.25,0.3965,0.2293,-472,529,529
"HP4008U_20200307_181500_150-160","Passive","ABFL","bout 5",0,1,8.86615253,9.26268207,6156.1,8475.8,6937.5,7031.25,2319.703,1500,0.3965,0.2187,-627,797,797
"HP4008U_20200307_181500_160-170","Passive","ABFL","bout 1",0,1,0.15489435,0.49566192,6156.1,8297.4,6468.75,6843.75,2141.264,1500,0.3408,0.224,-680,706,706
"HP4008U_20200307_181500_160-170","Passive","ABFL","bout 2",0,1,1.51796462,1.809166,6111.5,8252.8,6562.5,6562.5,2141.264,1406.25,0.2912,0.16,-592,689,689
"HP4008U_20200307_181500_160-170","Passive","ABFL","bout 3",0,1,3.97149111,4.36182487,6334.6,8252.8,6937.5,7031.25,1918.216,1031.25,0.3903,0.2027,-701,687,701
"HP4008U_20200307_181500_160-170","Passive","ABFL","bout 4",0,1,5.28499519,5.57000079,6379.2,7895.9,7593.75,7125,1516.729,1125,0.285,0.1973,-572,575,575
"HP4008U_20200307_181500_160-170","Passive","ABFL","bout 5",0,1,6.32588521,6.64806546,6557.6,8520.4,7125,7312.5,1962.825,1031.25,0.3222,0.1707,-763,840,840
"HP4008U_20200307_181500_160-170","Passive","ABFL","bout 6",0,1,7.29242595,7.61460619,6691.4,7940.5,6843.75,7031.25,1249.071,843.75,0.3222,0.192,-655,703,703
"HP4008U_20200307_181500_160-170","Passive","ABFL","bout 7",0,1,8.34570752,8.64310467,6334.6,7717.5,7125,7031.25,1382.9,1031.25,0.2974,0.1813,-638,647,647
"HP4008U_20200307_181500_170-180","Passive","ABFL","bout 1",0,1,0.192069,0.4584873,6290,7806.7,6843.75,6843.75,1516.729,750,0.2664,0.144,-924,842,924
"HP4008U_20200307_181500_170-180","Passive","ABFL","bout 2",0,1,1.2267632,1.4931815,6245.4,7717.5,6468.75,7031.25,1472.119,1218.75,0.2664,0.16,-857,857,857
"HP4008U_20200307_181500_170-180","Passive","ABFL","bout 3",0,1,2.8562518,3.1722363,6156.1,8029.7,6375,6562.5,1873.606,1406.25,0.316,0.1973,-633,653,653
"HP4008U_20200307_181500_170-180","Passive","ABFL","bout 4",0,1,3.6926813,3.9529038,6290,7672.9,6468.75,6562.5,1382.9,1125,0.2602,0.1653,-796,913,913
"HP4008U_20200307_181500_170-180","Passive","ABFL","bout 5",0,1,5.6753289,6.0470754,6022.3,8654.3,6750,6937.5,2631.97,1500,0.3717,0.2293,-783,824,824
"HP4008U_20200307_181500_170-180","Passive","ABFL","bout 6",0,1,6.7719809,7.1313358,6066.9,8252.8,6750,6843.75,2185.874,1312.5,0.3594,0.208,-793,771,793
"HP4008U_20200307_181500_170-180","Passive","ABFL","bout 7",0,1,8.3085329,8.6554962,6156.1,8297.4,6656.25,6843.75,2141.264,1406.25,0.347,0.2027,-576,575,576
"HP4008U_20200307_181500_170-180","Passive","ABFL","bout 8",0,1,9.3865975,9.6034496,6245.4,7717.5,7312.5,7218.75,1472.119,937.5,0.2169,0.144,-750,803,803
"HP4008U_20200307_181500_180-190","Passive","ABFL","bout 1",0,1,0.2850056,0.6877309,6156.1,8074.3,6468.75,6656.25,1918.216,1218.75,0.4027,0.24,-620,695,695
"HP4008U_20200307_181500_180-190","Passive","ABFL","bout 2",0,1,1.5551393,1.8835153,6379.2,8074.3,6937.5,6937.5,1695.167,750,0.3284,0.1813,-793,826,826
"HP4008U_20200307_181500_180-190","Passive","ABFL","bout 3",0,1,2.8748391,3.1164743,6245.4,7806.7,6937.5,6843.75,1561.338,937.5,0.2416,0.176,-623,714,714
"HP4008U_20200307_181500_180-190","Passive","ABFL","bout 4",0,1,5.5947839,5.8612022,6468.4,7583.6,6656.25,6750,1115.242,656.25,0.2664,0.1813,-632,672,672
"HP4008U_20200307_181500_180-190","Passive","ABFL","bout 5",0,1,6.6542612,6.9330711,6200.7,7494.4,6375,6468.75,1293.68,843.75,0.2788,0.1653,-656,677,677
"HP4008U_20200307_181500_180-190","Passive","ABFL","bout 6",0,1,8.8599568,9.1697455,6334.6,7895.9,6656.25,6656.25,1561.338,937.5,0.3098,0.1867,-505,701,701
"HP4008U_20200307_181500_190-200","Passive","ABFL","bout 1",0,1,0.3531591,0.7001225,6334.6,7762.1,6656.25,6562.5,1427.509,937.5,0.347,0.24,-762,890,890
"HP4008U_20200307_181500_190-200","Passive","ABFL","bout 2",0,1,2.6703786,2.9553842,6557.6,7985.1,6843.75,6843.75,1427.509,843.75,0.285,0.1813,-629,709,709
"HP4008U_20200307_181500_190-200","Passive","ABFL","bout 3",0,1,4.8946614,5.2664079,6245.4,7985.1,6750,6843.75,1739.777,937.5,0.3717,0.2187,-542,693,693
"HP4008U_20200307_181500_190-200","Passive","ABFL","bout 4",0,1,5.8612022,6.2949063,6156.1,8832.7,6937.5,7031.25,2676.58,1312.5,0.4337,0.2187,-855,764,855
"HP4008U_20200307_181500_190-200","Passive","ABFL","bout 5",0,1,6.8339387,7.1870978,6156.1,8609.7,6843.75,6937.5,2453.532,1406.25,0.3532,0.208,-726,828,828
"HP4008U_20200307_181500_190-200","Passive","ABFL","bout 6",0,1,8.1722258,8.5749512,6066.9,8342,7031.25,6937.5,2275.093,1125,0.4027,0.208,-675,735,735
"HP4008U_20200307_181500_200-210","Passive","ABFL","bout 1",0,1,3.3395222,3.5687658,6646.8,8163.6,7312.5,7312.5,1516.729,843.75,0.2292,0.1493,-587,618,618
"HP4008U_20200307_181500_200-210","Passive","ABFL","bout 2",0,1,6.0470754,6.4374091,6646.8,8877.3,7218.75,7312.5,2230.483,843.75,0.3903,0.1707,-711,915,915
"HP4008U_20200307_181500_200-210","Passive","ABFL","bout 3",0,1,7.6022146,7.9553738,6468.4,8698.9,7218.75,7312.5,2230.483,1031.25,0.3532,0.1867,-664,719,719
"HP4008U_20200307_181500_200-210","Passive","ABFL","bout 4",0,1,8.7546286,9.1573539,6780.7,8832.7,7031.25,7218.75,2052.045,1312.5,0.4027,0.224,-578,775,775
"HP4008U_20200307_181500_210-220","Passive","ABFL","bout 1",0,1,1.0037154,1.3196999,6334.6,7895.9,6937.5,7031.25,1561.338,843.75,0.316,0.1813,-558,624,624
"HP4008U_20200307_181500_210-220","Passive","ABFL","bout 2",0,1,1.7224252,2.2118913,6557.6,8743.5,7125,7218.75,2185.874,1125,0.4895,0.2293,-558,680,680
"HP4008U_20200307_181500_210-220","Passive","ABFL","bout 3",0,1,4.8884657,5.235429,6468.4,8208.2,7312.5,7218.75,1739.777,843.75,0.347,0.2187,-512,628,628
"HP4008U_20200307_181500_210-220","Passive","ABFL","bout 4",0,1,6.8029598,7.1747062,6691.4,8119,6937.5,7031.25,1427.509,937.5,0.3717,0.24,-478,530,530
"HP4008U_20200307_181500_210-220","Passive","ABFL","bout 5",0,1,8.2899456,8.6988666,6423.8,8252.8,7031.25,7125,1828.996,656.25,0.4089,0.1973,-836,728,836
"HP4008U_20200307_181500_210-220","Passive","ABFL","bout 6",0,1,9.2936609,9.5724708,6557.6,8119,7218.75,7125,1561.338,1125,0.2788,0.1707,-617,574,617
"HP4008U_20200307_181500_220-230","Passive","ABFL","bout 1",0,1,0.3345718,0.6753394,6111.5,8163.6,6656.25,6843.75,2052.045,1031.25,0.3408,0.1867,-657,666,666
"HP4008U_20200307_181500_220-230","Passive","ABFL","bout 2",0,1,1.4064407,1.7224252,6111.5,8208.2,6656.25,6843.75,2096.654,1031.25,0.316,0.1973,-585,606,606
"HP4008U_20200307_181500_220-230","Passive","ABFL","bout 3",0,1,4.2131263,4.4423699,6156.1,7628.3,7031.25,7031.25,1472.119,843.75,0.2292,0.144,-581,694,694
"HP4008U_20200307_181500_220-230","Passive","ABFL","bout 4",0,1,4.8946614,5.1362966,6066.9,7806.7,6843.75,7031.25,1739.777,1031.25,0.2416,0.176,-574,608,608
"HP4008U_20200307_181500_220-230","Passive","ABFL","bout 5",0,1,8.2589667,8.5191892,6468.4,7851.3,7125,7125,1382.9,843.75,0.2602,0.1547,-638,731,731
"HP4008U_20200307_181500_220-230","Passive","ABFL","bout 6",0,1,9.1635497,9.566275,6379.2,8609.7,7031.25,7218.75,2230.483,1125,0.4027,0.224,-620,795,795
"HP4008U_20200307_181500_230-240","Passive","ABFL","bout 1",0,1,0.6753394,1.0284985,6156.1,8654.3,7312.5,7218.75,2498.141,1312.5,0.3532,0.1973,-633,631,633
"HP4008U_20200307_181500_230-240","Passive","ABFL","bout 2",0,1,2.1189547,2.4907011,6111.5,8743.5,7125,7218.75,2631.97,1312.5,0.3717,0.208,-806,701,806
"HP4008U_20200307_181500_230-240","Passive","ABFL","bout 3",0,1,3.5377869,3.8785545,6379.2,7895.9,6843.75,6937.5,1516.729,750,0.3408,0.16,-571,538,571
"HP4008U_20200307_181500_230-240","Passive","ABFL","bout 4",0,1,5.4213022,5.8302233,6423.8,8119,7125,7125,1695.167,937.5,0.4089,0.2133,-588,733,733
"HP4008U_20200307_181500_230-240","Passive","ABFL","bout 5",0,1,6.1090331,6.412626,6066.9,7985.1,6750,6750,1918.216,1031.25,0.3036,0.1547,-795,770,795
"HP4008U_20200307_181500_230-240","Passive","ABFL","bout 6",0,1,7.3296006,7.6827597,6022.3,7940.5,7406.25,6937.5,1918.216,1218.75,0.3532,0.208,-623,698,698
"VAR310R_20201206_091000_01-10","Active","AEDO","bout 1",0,1,5.650545849,6.232948601,267.7,490.7,375,375,223.048,187.5,0.5824,0.496,-1771,1868,1868
"VAR310R_20201206_091000_01-10","Active","AEDO","bout 2",0,1,7.273838626,7.905807569,245.4,468.4,375,375,223.048,93.75,0.632,0.5387,-496,493,496
"VAR310R_20201206_091000_01-10","Active","AEDO","bout 3",0,1,8.952893368,9.578666538,223,490.7,375,375,267.658,187.5,0.6258,0.528,-492,531,531
"VAR310R_20201206_091000_10-20","Active","AEDO","bout 1",0,1,0.63816472,1.23915479,290,468.4,375,375,178.439,0,0.601,0.4853,-554,551,554
"VAR310R_20201206_091000_10-20","Active","AEDO","bout 2",0,1,2.2118913,2.84386025,223,446.1,375,375,223.048,93.75,0.632,0.528,-1041,1099,1099
"VAR310R_20201206_091000_10-20","Active","AEDO","bout 3",0,1,3.88475027,4.56008963,223,468.4,375,375,245.353,93.75,0.6753,0.544,-463,491,491
"VAR310R_20201206_091000_10-20","Active","AEDO","bout 4",0,1,5.5204346,6.18957818,290,468.4,375,375,178.439,0,0.6691,0.528,-546,535,546
"VAR310R_20201206_091000_10-20","Active","AEDO","bout 5",0,1,7.20568511,7.83765406,223,468.4,375,375,245.353,93.75,0.632,0.5227,-427,448,448
"VAR310R_20201206_091000_10-20","Active","AEDO","bout 6",0,1,8.83517366,9.49812148,223,490.7,375,375,267.658,187.5,0.6629,0.5387,-575,603,603
"VAR310R_20201206_091000_20-30","Active","AEDO","bout 1",0,1,0.55142388,1.13382663,223,490.7,375,375,267.658,187.5,0.5824,0.48,-885,863,885
"VAR310R_20201206_091000_20-30","Active","AEDO","bout 2",0,1,2.22428285,2.80048983,223,513,375,375,289.963,187.5,0.5762,0.4907,-7348,8465,8465
"VAR310R_20201206_091000_20-30","Active","AEDO","bout 3",0,1,3.83518408,4.42378261,223,513,375,375,289.963,187.5,0.5886,0.48,-474,431,474
"VAR310R_20201206_091000_20-30","Active","AEDO","bout 4",0,1,5.43369376,6.02229229,200.7,535.3,375,375,334.572,187.5,0.5886,0.48,-602,452,602
"HP4008U_20201216_070000_01-10","Passive","AEDO","bout 1",0,1,0.588598526,1.263937887,189.3,536.2,375,375,346.982,187.5,0.6753,0.5707,-1013,1059,1059
"HP4008U_20201216_070000_01-10","Passive","AEDO","bout 2",0,1,2.589833514,3.227998232,245.4,557.6,375,375,312.268,187.5,0.6382,0.5173,-738,752,752
"HP4008U_20201216_070000_01-10","Passive","AEDO","bout 3",0,1,4.522914989,5.123905062,267.7,535.3,375,375,267.658,187.5,0.601,0.464,-1216,1194,1216
"HP4008U_20201216_070000_01-10","Passive","AEDO","bout 4",0,1,6.35686408,6.976441476,245.4,557.6,375,375,312.268,187.5,0.6196,0.5013,-645,793,793
"HP4008U_20201216_070000_01-10","Passive","AEDO","bout 5",0,1,8.209400493,8.835173663,267.7,557.6,375,375,289.963,187.5,0.6258,0.4747,-737,719,737
"HP4008U_20201216_070000_10-20","Passive","AEDO","bout 1",0,1,0.03717464,0.63196894,245.4,579.9,375,375,334.572,187.5,0.5948,0.4533,-628,603,628
"HP4008U_20201216_070000_20-30","Passive","AEDO","bout 1",0,1,3.94670801,4.6158516,245.4,535.3,375,375,289.963,187.5,0.6691,0.528,-1035,1137,1137
"HP4008U_20201216_070000_20-30","Passive","AEDO","bout 2",0,1,5.82402752,6.44980069,223,557.6,375,375,334.572,187.5,0.6258,0.5173,-688,712,712
"HP4008U_20201216_070000_20-30","Passive","AEDO","bout 3",0,1,7.7075428,8.24657514,267.7,535.3,375,375,267.658,187.5,0.539,0.448,-982,1047,1047
"HP4008U_20201216_070000_20-30","Passive","AEDO","bout 4",0,1,9.52290457,9.99997917,290,557.6,375,375,267.658,93.75,0.4771,0.336,-697,718,718
"HP4008U_20201216_070000_30-40","Passive","AEDO","bout 1",0,1,1.36926605,1.9516688,245.4,557.6,375,375,312.268,187.5,0.5824,0.432,-535,639,639
"HP4008U_20201216_070000_30-40","Passive","AEDO","bout 2",0,1,3.19082359,3.7360517,290,557.6,375,375,267.658,93.75,0.5452,0.4053,-645,535,645
"HP4008U_20201216_070000_40-50","Passive","AEDO","bout 1",0,1,5.2106459,5.79924442,223,535.3,375,375,312.268,187.5,0.5886,0.5227,-509,555,555
"HP4008U_20201216_070000_40-50","Passive","AEDO","bout 2",0,1,7.18709779,7.7323259,290,490.7,375,375,200.743,93.75,0.5452,0.416,-514,473,514
"HP4008U_20201216_070000_40-50","Passive","AEDO","bout 3",0,1,9.05822153,9.71497357,223,557.6,375,375,334.572,187.5,0.6568,0.5333,-535,616,616
"HP4008U_20201216_070000_50-60","Passive","AEDO","bout 1",0,1,1.00991116,1.62948855,267.7,513,375,375,245.353,187.5,0.6196,0.4907,-542,663,663
"HP4008U_20201216_070000_50-60","Passive","AEDO","bout 2",0,1,2.84386025,3.43865455,267.7,579.9,375,375,312.268,187.5,0.5948,0.464,-760,729,760
"HP4008U_20201216_070000_50-60","Passive","AEDO","bout 3",0,1,4.68400511,5.29738673,245.4,557.6,468.75,375,312.268,187.5,0.6134,0.48,-653,617,653
"HP4008U_20201216_070000_50-60","Passive","AEDO","bout 4",0,1,6.42501759,7.04459499,290,535.3,375,375,245.353,93.75,0.6196,0.4427,-619,508,619
"HP4008U_20201216_070000_50-60","Passive","AEDO","bout 5",0,1,8.24657514,8.83517366,267.7,557.6,375,375,289.963,187.5,0.5886,0.4267,-495,726,726
"UPMAP3B_20200324_174500_01-10","Benchmark","AEDO","bout 1",0,1,0.551423882,1.102847764,223,446.1,375,375,223.048,93.75,0.5514,0.4533,-498,538,538
"UPMAP3B_20200324_174500_01-10","Benchmark","AEDO","bout 2",0,1,2.422547617,2.973971499,245.4,468.4,375,375,223.048,93.75,0.5514,0.4747,-423,399,423
"UPMAP3B_20200324_174500_01-10","Benchmark","AEDO","bout 3",0,1,4.213126291,4.894661426,267.7,490.7,375,375,223.048,187.5,0.6815,0.56,-492,441,492
"UPMAP3B_20200324_174500_01-10","Benchmark","AEDO","bout 4",0,1,6.022292286,6.517954203,223,513,375,375,289.963,187.5,0.4957,0.4213,-519,380,519
"UPMAP3B_20200324_174500_01-10","Benchmark","AEDO","bout 5",0,1,7.862437151,8.370490616,245.4,513,375,375,267.658,187.5,0.5081,0.432,-451,414,451
"UPMAP3B_20200324_174500_01-10","Benchmark","AEDO","bout 6",0,1,9.584862312,9.999979167,245.4,535.3,375,375,289.963,187.5,0.4151,0.3573,-1869,2592,2592
"UPMAP3B_20200324_174500_10-20","Benchmark","AEDO","bout 1",0,1,1.38785337,1.85873219,245.4,535.3,375,375,289.963,187.5,0.4709,0.384,-1574,803,1574
"UPMAP3B_20200324_174500_10-20","Benchmark","AEDO","bout 2",0,1,3.24038978,3.59974467,267.7,557.6,375,375,289.963,187.5,0.3594,0.288,-564,429,564
"UPMAP3B_20200324_174500_10-20","Benchmark","AEDO","bout 3",0,1,4.85129101,5.33456138,245.4,535.3,375,375,289.963,187.5,0.4833,0.3947,-438,462,462
"UPMAP3B_20200324_174500_10-20","Benchmark","AEDO","bout 4",0,1,6.61708659,7.08176963,245.4,513,375,375,267.658,187.5,0.4647,0.384,-484,424,484
"UPMAP1B_20200324_181000_150-160","Benchmark","AEDO","bout 1",0,1,1.815361769,2.261457494,267.7,557.6,375,375,289.963,187.5,0.4461,0.384,-1391,1468,1468
"UPMAP1B_20200324_181000_150-160","Benchmark","AEDO","bout 2",0,1,3.940512237,4.547698084,312.3,535.3,375,375,223.048,93.75,0.6072,0.4747,-1161,963,1161
"UPMAP1B_20200324_181000_150-160","Benchmark","AEDO","bout 3",0,1,6.257731697,6.88970064,312.3,557.6,375,375,245.353,93.75,0.632,0.4373,-2452,2509,2509
"UPMAP1B_20200324_181000_150-160","Benchmark","AEDO","bout 4",0,1,8.457231451,9.120179265,312.3,535.3,375,375,223.048,93.75,0.6629,0.4533,-1155,1006,1155
"UPMAP1B_20200324_181000_160-170","Benchmark","AEDO","bout 1",0,1,0.7620802,1.3568745,290,535.3,375,375,245.353,93.75,0.5948,0.448,-1074,947,1074
"UPMAP1B_20200324_181000_160-170","Benchmark","AEDO","bout 2",0,1,3.09169121,3.64931086,290,557.6,375,375,267.658,93.75,0.5576,0.4213,-1293,1009,1293
"UPMAP1B_20200324_181500_80-90","Benchmark","AEDO","bout 1",0,1,8.0173315,8.52538497,223,557.6,375,375,334.572,187.5,0.5081,0.4373,-656,804,804
"UPMAP1B_20200324_181500_90-100","Benchmark","AEDO","bout 1",0,1,0.23543941,0.83023371,312.3,535.3,375,375,223.048,93.75,0.5948,0.4853,-4588,4666,4666
"UPMAP1B_20200324_181500_90-100","Benchmark","AEDO","bout 2",0,1,2.57744197,3.16604049,290,513,375,375,223.048,93.75,0.5886,0.4693,-1794,1545,1794
"UPMAP1B_20200324_181500_90-100","Benchmark","AEDO","bout 3",0,1,4.98140226,5.4708684,312.3,535.3,375,375,223.048,93.75,0.4895,0.3627,-1002,1104,1104
"UPMAP1B_20200324_181500_90-100","Benchmark","AEDO","bout 4",0,1,7.42873297,7.81287096,290,557.6,375,375,267.658,93.75,0.3841,0.288,-2676,2702,2702
"UPMAP1B_20200324_181500_90-100","Benchmark","AEDO","bout 5",0,1,9.53529612,9.99997917,312.3,535.3,375,375,223.048,93.75,0.4647,0.3787,-1073,1066,1073
"UPMAP1B_20200324_181500_120-130","Benchmark","AEDO","bout 1",0,1,0.61338162,1.20198015,267.7,535.3,375,375,267.658,187.5,0.5886,0.432,-1814,1139,1814
"UPMAP1B_20200324_181500_120-130","Benchmark","AEDO","bout 2",0,1,2.9987546,3.50061229,290,579.9,375,375,289.963,93.75,0.5019,0.384,-1932,1663,1932
"UPMAP1B_20200324_181500_120-130","Benchmark","AEDO","bout 3",0,1,5.29119096,5.79924442,267.7,535.3,375,375,267.658,187.5,0.5081,0.4053,-2170,2532,2532
"UPMAP1B_20200324_181500_120-130","Benchmark","AEDO","bout 4",0,1,7.63319352,8.16603008,290,535.3,375,375,245.353,93.75,0.5328,0.4267,-2523,1827,2523
"UPMAP1B_20200324_181500_140-150","Benchmark","AEDO","bout 1",0,1,5.23542899,5.70011204,223,535.3,375,375,312.268,187.5,0.4647,0.4,-603,526,603
"UPMAP1B_20200324_181500_140-150","Benchmark","AEDO","bout 2",0,1,7.56504,8.02972305,290,557.6,375,375,267.658,93.75,0.4647,0.3627,-470,531,531
"UPMAP1B_20200324_181500_150-160","Benchmark","AEDO","bout 1",0,1,0,0.36555066,267.7,490.7,375,375,223.048,187.5,0.3656,0.304,-821,671,821
"UPMAP1B_20200324_181500_150-160","Benchmark","AEDO","bout 2",0,1,2.10656315,2.65179125,312.3,557.6,375,375,245.353,93.75,0.5452,0.4427,-716,800,800
"UPMAP1B_20200324_181500_150-160","Benchmark","AEDO","bout 3",0,1,4.41139106,4.91324875,312.3,535.3,375,375,223.048,93.75,0.5019,0.3787,-1734,2141,2141
"UPMAP1B_20200324_181500_150-160","Benchmark","AEDO","bout 4",0,1,6.74100207,7.29862172,312.3,557.6,375,375,245.353,93.75,0.5576,0.4427,-1901,1770,1901
"UPMAP1B_20200328_161500_140-150","Benchmark","AEDO","bout 1",0,1,4.86987833,5.359344473,223,490.7,375,375,267.658,187.5,0.4895,0.3893,-1499,1657,1657
"UPMAP1B_20200328_161500_140-150","Benchmark","AEDO","bout 2",0,1,7.087965407,7.45351607,312.3,535.3,375,375,223.048,93.75,0.3656,0.3093,-783,917,917
"UPMAP1B_20200328_161500_140-150","Benchmark","AEDO","bout 3",0,1,9.250290518,9.646820051,290,557.6,375,375,267.658,93.75,0.3965,0.3307,-622,644,644
"UPMAP1B_20200328_161500_170-180","Benchmark","AEDO","bout 1",0,1,4.62824315,5.01857691,252.4,504.7,375,375,252.35,187.5,0.3903,0.304,-1462,1350,1462
"UPMAP1B_20200328_161500_170-180","Benchmark","AEDO","bout 2",0,1,6.7100232,7.15611892,290,513,375,375,223.048,93.75,0.4461,0.3093,-733,751,751
"UPMAP1B_20200328_161500_170-180","Benchmark","AEDO","bout 3",0,1,8.80419479,9.31224826,312.3,557.6,375,375,245.353,93.75,0.5081,0.4213,-734,549,734
"UPMAP1B_20200328_161500_180-190","Benchmark","AEDO","bout 1",0,1,0.94175764,1.45600688,290,557.6,375,375,267.658,93.75,0.5142,0.4213,-1608,1395,1608
"UPMAP1B_20200328_161500_180-190","Benchmark","AEDO","bout 2",0,1,3.10408275,3.66789818,312.3,557.6,375,375,245.353,93.75,0.5638,0.4373,-1558,1476,1558
"UPMAP1B_20200328_161500_180-190","Benchmark","AEDO","bout 3",0,1,5.39032334,5.89837681,290,513,375,375,223.048,93.75,0.5081,0.432,-514,674,674
"UPMAP1B_20200328_161500_190-200","Benchmark","AEDO","bout 1",0,1,7.42873297,7.89341602,290,557.6,375,375,267.658,93.75,0.4647,0.3467,-447,482,482
"UPMAP1B_20200328_161500_190-200","Benchmark","AEDO","bout 2",0,1,9.64062428,9.99997917,245.4,557.6,375,375,312.268,187.5,0.3594,0.2827,-10443,10791,10791
"UPMAP1B_20200328_161500_200-210","Benchmark","AEDO","bout 1",0,1,1.74720826,2.16232511,290,557.6,375,375,267.658,93.75,0.4151,0.3093,-21127,20033,21127
"UPMAP1B_20200328_161500_200-210","Benchmark","AEDO","bout 2",0,1,3.94670801,4.31845445,290,557.6,375,375,267.658,93.75,0.3717,0.2933,-833,730,833
"UPMAP1B_20200328_161500_200-210","Benchmark","AEDO","bout 3",0,1,6.14001199,6.51175843,312.3,557.6,375,375,245.353,93.75,0.3717,0.3093,-721,703,721
"UPMAP1B_20200328_161500_210-220","Benchmark","AEDO","bout 1",0,1,8.84136944,9.28746516,290,513,375,375,223.048,93.75,0.4461,0.3467,-570,648,648
"UPMAP1B_20200328_161500_220-230","Benchmark","AEDO","bout 1",0,1,0.96034496,1.38785337,290,557.6,375,375,267.658,93.75,0.4275,0.2987,-544,747,747
"UPMAP1B_20200328_161500_220-230","Benchmark","AEDO","bout 2",0,1,3.15984472,3.55017848,267.7,535.3,375,375,267.658,187.5,0.3903,0.304,-1446,1261,1446
"UPMAP1B_20200328_161500_220-230","Benchmark","AEDO","bout 3",0,1,5.27260364,5.70630781,290,513,375,375,223.048,93.75,0.4337,0.3627,-742,614,742
"UPMAP1B_20200328_161500_220-230","Benchmark","AEDO","bout 4",0,1,7.49069071,7.90580757,312.3,557.6,375,375,245.353,93.75,0.4151,0.336,-648,758,758
"UPMAP1B_20200328_161500_230-240","Benchmark","AEDO","bout 1",0,1,6.49936688,6.73480629,290,535.3,375,375,245.353,93.75,0.2354,0.1973,-577,683,683
"UPMAP1B_20200328_161500_230-240","Benchmark","AEDO","bout 2",0,1,8.59973425,9.02104688,312.3,535.3,375,375,223.048,93.75,0.4213,0.3147,-833,930,930
