site_id,common_name,density
OLV110R,Puff-throated Babbler,0
OLV110U,Puff-throated Babbler,0
OLV208R,Puff-throated Babbler,0.007114505
OLV208U,Puff-throated Babbler,0
PANMP1B,Puff-throated Babbler,0.028458019
PANMP2B,Puff-throated Babbler,0.035572524
PANMP3B,Puff-throated Babbler,0.021343514
SEL107R,Puff-throated Babbler,0.021343514
SEL107U,Puff-throated Babbler,0.007114505
SEL207R,Puff-throated Babbler,0.021343514
SEL207U,Puff-throated Babbler,0
STIN02R,Puff-throated Babbler,0.021343514
STIN02U,Puff-throated Babbler,0.007114505
THEN10U,Puff-throated Babbler,0.01422901
UPMAP1B,Puff-throated Babbler,0.01422901
UPMAP3B,Puff-throated Babbler,0
UPMAP4B,Puff-throated Babbler,0
UPMAP5B,Puff-throated Babbler,0
UPMAP6B,Puff-throated Babbler,0.028458019
VAR210R,Puff-throated Babbler,0.01422901
VAR310R,Puff-throated Babbler,0.007114505
VAR310U,Puff-throated Babbler,0
VAR410R,Puff-throated Babbler,0
VAR410U,Puff-throated Babbler,0.021343514
HP36P1B,Bronzed Drongo,0.018031012
HP36P3B,Bronzed Drongo,0.054093035
HP36P4B,Bronzed Drongo,0
HP37P1B,Bronzed Drongo,0
HP37P2B,Bronzed Drongo,0
HP37P4B,Bronzed Drongo,0.036062023
HP4008R,Bronzed Drongo,0
HP4008U,Bronzed Drongo,0.018031012
INBS04R,Bronzed Drongo,0.018031012
INBS04U,Bronzed Drongo,0
INME03R,Bronzed Drongo,0.018031012
INME03U,Bronzed Drongo,0
INOA03R,Bronzed Drongo,0.018031012
IPTO04R,Bronzed Drongo,0
IPTO04U,Bronzed Drongo,0
IPTO06R,Bronzed Drongo,0.018031012
IPTO06U,Bronzed Drongo,0.018031012
OLCAP2B,Bronzed Drongo,0
OLCAP3B,Bronzed Drongo,0
OLV110R,Bronzed Drongo,0
OLV110U,Bronzed Drongo,0
OLV208R,Bronzed Drongo,0.018031012
OLV208U,Bronzed Drongo,0
PANMP1B,Bronzed Drongo,0.036062023
PANMP2B,Bronzed Drongo,0.036062023
PANMP3B,Bronzed Drongo,0.054093035
SEL107R,Bronzed Drongo,0
SEL107U,Bronzed Drongo,0
SEL207R,Bronzed Drongo,0
SEL207U,Bronzed Drongo,0
STIN02R,Bronzed Drongo,0.036062023
STIN02U,Bronzed Drongo,0
THEN10U,Bronzed Drongo,0.018031012
UPMAP1B,Bronzed Drongo,0
UPMAP3B,Bronzed Drongo,0.072124047
UPMAP4B,Bronzed Drongo,0.036062023
UPMAP5B,Bronzed Drongo,0.018031012
UPMAP6B,Bronzed Drongo,0.054093035
VAR210R,Bronzed Drongo,0
VAR310R,Bronzed Drongo,0.018031012
VAR310U,Bronzed Drongo,0
VAR410R,Bronzed Drongo,0.018031012
VAR410U,Bronzed Drongo,0
HP36P1B,Nilgiri Flowerpecker,0.052666751
HP36P3B,Nilgiri Flowerpecker,0.316000505
HP36P4B,Nilgiri Flowerpecker,0.421334007
HP37P1B,Nilgiri Flowerpecker,0.316000505
HP37P2B,Nilgiri Flowerpecker,0.158000252
HP37P4B,Nilgiri Flowerpecker,0.63200101
HP4008R,Nilgiri Flowerpecker,0.790001262
HP4008U,Nilgiri Flowerpecker,0.316000505
INBS04R,Nilgiri Flowerpecker,0.526667508
INBS04U,Nilgiri Flowerpecker,0.684667761
INME03R,Nilgiri Flowerpecker,0.421334007
INME03U,Nilgiri Flowerpecker,0.421334007
INOA03R,Nilgiri Flowerpecker,0.526667508
IPTO04R,Nilgiri Flowerpecker,0.63200101
IPTO04U,Nilgiri Flowerpecker,0.526667508
IPTO06R,Nilgiri Flowerpecker,0.737334511
IPTO06U,Nilgiri Flowerpecker,0.63200101
OLCAP2B,Nilgiri Flowerpecker,0.158000252
OLCAP3B,Nilgiri Flowerpecker,0.316000505
OLV110R,Nilgiri Flowerpecker,0.474000757
OLV110U,Nilgiri Flowerpecker,0.737334511
OLV208R,Nilgiri Flowerpecker,0.421334007
OLV208U,Nilgiri Flowerpecker,0.63200101
PANMP1B,Nilgiri Flowerpecker,0.105333502
PANMP2B,Nilgiri Flowerpecker,0
PANMP3B,Nilgiri Flowerpecker,0.421334007
SEL107R,Nilgiri Flowerpecker,0.421334007
SEL107U,Nilgiri Flowerpecker,0.474000757
SEL207R,Nilgiri Flowerpecker,0.368667256
SEL207U,Nilgiri Flowerpecker,0.105333502
STIN02R,Nilgiri Flowerpecker,0.684667761
STIN02U,Nilgiri Flowerpecker,0.474000757
THEN10U,Nilgiri Flowerpecker,0.368667256
UPMAP1B,Nilgiri Flowerpecker,0.579334259
UPMAP3B,Nilgiri Flowerpecker,0.052666751
UPMAP4B,Nilgiri Flowerpecker,0.526667508
UPMAP5B,Nilgiri Flowerpecker,0.263333754
UPMAP6B,Nilgiri Flowerpecker,0.263333754
VAR210R,Nilgiri Flowerpecker,0.105333502
VAR310R,Nilgiri Flowerpecker,0.368667256
VAR310U,Nilgiri Flowerpecker,0.790001262
VAR410R,Nilgiri Flowerpecker,0.474000757
VAR410U,Nilgiri Flowerpecker,0.263333754
HP36P1B,Southern Hill Myna,0.045253802
HP36P3B,Southern Hill Myna,0.022626901
HP36P4B,Southern Hill Myna,0.01131345
HP37P1B,Southern Hill Myna,0.01131345
HP37P2B,Southern Hill Myna,0.022626901
HP37P4B,Southern Hill Myna,0.033940351
HP4008R,Southern Hill Myna,0.022626901
HP4008U,Southern Hill Myna,0.181015207
INBS04R,Southern Hill Myna,0.056567252
INBS04U,Southern Hill Myna,0.01131345
INME03R,Southern Hill Myna,0.056567252
INME03U,Southern Hill Myna,0.022626901
INOA03R,Southern Hill Myna,0.192328658
IPTO04R,Southern Hill Myna,0
IPTO04U,Southern Hill Myna,0
IPTO06R,Southern Hill Myna,0.045253802
IPTO06U,Southern Hill Myna,0.01131345
OLCAP2B,Southern Hill Myna,0.033940351
OLCAP3B,Southern Hill Myna,0.01131345
OLV110R,Southern Hill Myna,0.022626901
OLV110U,Southern Hill Myna,0.022626901
OLV208R,Southern Hill Myna,0
OLV208U,Southern Hill Myna,0
PANMP1B,Southern Hill Myna,0.056567252
PANMP2B,Southern Hill Myna,0.033940351
PANMP3B,Southern Hill Myna,0.022626901
SEL107R,Southern Hill Myna,0.01131345
SEL107U,Southern Hill Myna,0.022626901
SEL207R,Southern Hill Myna,0.022626901
SEL207U,Southern Hill Myna,0.022626901
STIN02R,Southern Hill Myna,0.01131345
STIN02U,Southern Hill Myna,0.01131345
THEN10U,Southern Hill Myna,0.033940351
UPMAP1B,Southern Hill Myna,0.01131345
UPMAP3B,Southern Hill Myna,0.01131345
UPMAP4B,Southern Hill Myna,0.01131345
UPMAP5B,Southern Hill Myna,0.01131345
UPMAP6B,Southern Hill Myna,0.033940351
VAR210R,Southern Hill Myna,0
VAR310R,Southern Hill Myna,0.033940351
VAR310U,Southern Hill Myna,0.01131345
VAR410R,Southern Hill Myna,0.033940351
VAR410U,Southern Hill Myna,0.01131345
HP36P1B,Indian Scimitar-Babbler,0.015691386
HP36P3B,Indian Scimitar-Babbler,0.047074157
HP36P4B,Indian Scimitar-Babbler,0.047074157
HP37P1B,Indian Scimitar-Babbler,0.039228465
HP37P2B,Indian Scimitar-Babbler,0.039228465
HP37P4B,Indian Scimitar-Babbler,0.015691386
HP4008R,Indian Scimitar-Babbler,0.047074157
HP4008U,Indian Scimitar-Babbler,0.062765543
INBS04R,Indian Scimitar-Babbler,0.023537079
INBS04U,Indian Scimitar-Babbler,0.015691386
INME03R,Indian Scimitar-Babbler,0.031382772
INME03U,Indian Scimitar-Babbler,0.039228465
INOA03R,Indian Scimitar-Babbler,0.023537079
IPTO04R,Indian Scimitar-Babbler,0.039228465
IPTO04U,Indian Scimitar-Babbler,0.070611236
IPTO06R,Indian Scimitar-Babbler,0.078456929
IPTO06U,Indian Scimitar-Babbler,0.031382772
OLCAP2B,Indian Scimitar-Babbler,0.031382772
OLCAP3B,Indian Scimitar-Babbler,0.039228465
OLV110R,Indian Scimitar-Babbler,0.023537079
OLV110U,Indian Scimitar-Babbler,0.023537079
OLV208R,Indian Scimitar-Babbler,0.007845693
OLV208U,Indian Scimitar-Babbler,0.031382772
PANMP1B,Indian Scimitar-Babbler,0.05491985
PANMP2B,Indian Scimitar-Babbler,0.05491985
PANMP3B,Indian Scimitar-Babbler,0.031382772
SEL107R,Indian Scimitar-Babbler,0.05491985
SEL107U,Indian Scimitar-Babbler,0.047074157
SEL207R,Indian Scimitar-Babbler,0.070611236
SEL207U,Indian Scimitar-Babbler,0.031382772
STIN02R,Indian Scimitar-Babbler,0.031382772
STIN02U,Indian Scimitar-Babbler,0.015691386
THEN10U,Indian Scimitar-Babbler,0.015691386
UPMAP1B,Indian Scimitar-Babbler,0.015691386
UPMAP3B,Indian Scimitar-Babbler,0
UPMAP4B,Indian Scimitar-Babbler,0
UPMAP5B,Indian Scimitar-Babbler,0
UPMAP6B,Indian Scimitar-Babbler,0.023537079
VAR210R,Indian Scimitar-Babbler,0
VAR310R,Indian Scimitar-Babbler,0.047074157
VAR310U,Indian Scimitar-Babbler,0.031382772
VAR410R,Indian Scimitar-Babbler,0.015691386
VAR410U,Indian Scimitar-Babbler,0.031382772
HP36P1B,Gray-headed Canary-Flycatcher,0.041931148
HP36P3B,Gray-headed Canary-Flycatcher,0.125793444
HP36P4B,Gray-headed Canary-Flycatcher,0.10482787
HP37P1B,Gray-headed Canary-Flycatcher,0.10482787
HP37P2B,Gray-headed Canary-Flycatcher,0.041931148
HP37P4B,Gray-headed Canary-Flycatcher,0.083862296
HP4008R,Gray-headed Canary-Flycatcher,0
HP4008U,Gray-headed Canary-Flycatcher,0.020965574
INBS04R,Gray-headed Canary-Flycatcher,0
INBS04U,Gray-headed Canary-Flycatcher,0
INME03R,Gray-headed Canary-Flycatcher,0
INME03U,Gray-headed Canary-Flycatcher,0
INOA03R,Gray-headed Canary-Flycatcher,0
IPTO04R,Gray-headed Canary-Flycatcher,0
IPTO04U,Gray-headed Canary-Flycatcher,0.020965574
IPTO06R,Gray-headed Canary-Flycatcher,0
IPTO06U,Gray-headed Canary-Flycatcher,0
OLCAP2B,Gray-headed Canary-Flycatcher,0.041931148
OLCAP3B,Gray-headed Canary-Flycatcher,0.041931148
OLV110R,Gray-headed Canary-Flycatcher,0
OLV110U,Gray-headed Canary-Flycatcher,0
OLV208R,Gray-headed Canary-Flycatcher,0
OLV208U,Gray-headed Canary-Flycatcher,0
PANMP1B,Gray-headed Canary-Flycatcher,0.083862296
PANMP2B,Gray-headed Canary-Flycatcher,0.10482787
PANMP3B,Gray-headed Canary-Flycatcher,0.020965574
SEL107R,Gray-headed Canary-Flycatcher,0
SEL107U,Gray-headed Canary-Flycatcher,0
SEL207R,Gray-headed Canary-Flycatcher,0
SEL207U,Gray-headed Canary-Flycatcher,0
STIN02R,Gray-headed Canary-Flycatcher,0
STIN02U,Gray-headed Canary-Flycatcher,0
THEN10U,Gray-headed Canary-Flycatcher,0
UPMAP1B,Gray-headed Canary-Flycatcher,0.020965574
UPMAP3B,Gray-headed Canary-Flycatcher,0.020965574
UPMAP4B,Gray-headed Canary-Flycatcher,0.041931148
UPMAP5B,Gray-headed Canary-Flycatcher,0
UPMAP6B,Gray-headed Canary-Flycatcher,0
VAR210R,Gray-headed Canary-Flycatcher,0
VAR310R,Gray-headed Canary-Flycatcher,0
VAR310U,Gray-headed Canary-Flycatcher,0
VAR410R,Gray-headed Canary-Flycatcher,0
VAR410U,Gray-headed Canary-Flycatcher,0
HP36P1B,Greater Racket-tailed Drongo,0.021003395
HP36P3B,Greater Racket-tailed Drongo,0.031505092
HP36P4B,Greater Racket-tailed Drongo,0.010501697
HP37P1B,Greater Racket-tailed Drongo,0
HP37P2B,Greater Racket-tailed Drongo,0
HP37P4B,Greater Racket-tailed Drongo,0.031505092
HP4008R,Greater Racket-tailed Drongo,0
HP4008U,Greater Racket-tailed Drongo,0.010501697
INBS04R,Greater Racket-tailed Drongo,0.04200679
INBS04U,Greater Racket-tailed Drongo,0.010501697
INME03R,Greater Racket-tailed Drongo,0.052508487
INME03U,Greater Racket-tailed Drongo,0.031505092
INOA03R,Greater Racket-tailed Drongo,0.04200679
IPTO04R,Greater Racket-tailed Drongo,0.010501697
IPTO04U,Greater Racket-tailed Drongo,0
IPTO06R,Greater Racket-tailed Drongo,0.021003395
IPTO06U,Greater Racket-tailed Drongo,0.010501697
OLCAP2B,Greater Racket-tailed Drongo,0.021003395
OLCAP3B,Greater Racket-tailed Drongo,0.031505092
OLV110R,Greater Racket-tailed Drongo,0.031505092
OLV110U,Greater Racket-tailed Drongo,0.010501697
OLV208R,Greater Racket-tailed Drongo,0.021003395
OLV208U,Greater Racket-tailed Drongo,0
PANMP1B,Greater Racket-tailed Drongo,0.105016975
PANMP2B,Greater Racket-tailed Drongo,0.08401358
PANMP3B,Greater Racket-tailed Drongo,0.08401358
SEL107R,Greater Racket-tailed Drongo,0.010501697
SEL107U,Greater Racket-tailed Drongo,0
SEL207R,Greater Racket-tailed Drongo,0
SEL207U,Greater Racket-tailed Drongo,0
STIN02R,Greater Racket-tailed Drongo,0
STIN02U,Greater Racket-tailed Drongo,0.04200679
THEN10U,Greater Racket-tailed Drongo,0.010501697
UPMAP1B,Greater Racket-tailed Drongo,0.04200679
UPMAP3B,Greater Racket-tailed Drongo,0.04200679
UPMAP4B,Greater Racket-tailed Drongo,0.021003395
UPMAP5B,Greater Racket-tailed Drongo,0.04200679
UPMAP6B,Greater Racket-tailed Drongo,0.04200679
VAR210R,Greater Racket-tailed Drongo,0
VAR310R,Greater Racket-tailed Drongo,0.04200679
VAR310U,Greater Racket-tailed Drongo,0.010501697
VAR410R,Greater Racket-tailed Drongo,0
VAR410U,Greater Racket-tailed Drongo,0.010501697
HP36P1B,Indian White-eye,0.082591583
HP36P3B,Indian White-eye,0.110122111
HP36P4B,Indian White-eye,0.137652639
HP37P1B,Indian White-eye,0.055061056
HP37P2B,Indian White-eye,0.055061056
HP37P4B,Indian White-eye,0.137652639
HP4008R,Indian White-eye,0.165183167
HP4008U,Indian White-eye,0.110122111
INBS04R,Indian White-eye,0.137652639
INBS04U,Indian White-eye,0.357896862
INME03R,Indian White-eye,0.165183167
INME03U,Indian White-eye,0.110122111
INOA03R,Indian White-eye,0.137652639
IPTO04R,Indian White-eye,0.055061056
IPTO04U,Indian White-eye,0.082591583
IPTO06R,Indian White-eye,0.110122111
IPTO06U,Indian White-eye,0.137652639
OLCAP2B,Indian White-eye,0.110122111
OLCAP3B,Indian White-eye,0.082591583
OLV110R,Indian White-eye,0.082591583
OLV110U,Indian White-eye,0.137652639
OLV208R,Indian White-eye,0.165183167
OLV208U,Indian White-eye,0.082591583
PANMP1B,Indian White-eye,0.027530528
PANMP2B,Indian White-eye,0.165183167
PANMP3B,Indian White-eye,0.082591583
SEL107R,Indian White-eye,0.165183167
SEL107U,Indian White-eye,0.165183167
SEL207R,Indian White-eye,0.165183167
SEL207U,Indian White-eye,0.165183167
STIN02R,Indian White-eye,0.110122111
STIN02U,Indian White-eye,0.24777475
THEN10U,Indian White-eye,0.082591583
UPMAP1B,Indian White-eye,0.110122111
UPMAP3B,Indian White-eye,0.055061056
UPMAP4B,Indian White-eye,0.082591583
UPMAP5B,Indian White-eye,0.082591583
UPMAP6B,Indian White-eye,0.027530528
VAR210R,Indian White-eye,0.055061056
VAR310R,Indian White-eye,0.082591583
VAR310U,Indian White-eye,0.082591583
VAR410R,Indian White-eye,0.137652639
VAR410U,Indian White-eye,0.137652639
HP36P1B,Green Warbler,0.030652722
HP36P3B,Green Warbler,0.122610889
HP36P4B,Green Warbler,0.061305445
HP37P1B,Green Warbler,0
HP37P2B,Green Warbler,0.030652722
HP37P4B,Green Warbler,0.122610889
HP4008R,Green Warbler,0
HP4008U,Green Warbler,0.061305445
INBS04R,Green Warbler,0.275874501
INBS04U,Green Warbler,0.030652722
INME03R,Green Warbler,0.061305445
INME03U,Green Warbler,0.030652722
INOA03R,Green Warbler,0.245221778
IPTO04R,Green Warbler,0.183916334
IPTO04U,Green Warbler,0.030652722
IPTO06R,Green Warbler,0.183916334
IPTO06U,Green Warbler,0
OLCAP2B,Green Warbler,0.183916334
OLCAP3B,Green Warbler,0.183916334
OLV110R,Green Warbler,0.030652722
OLV110U,Green Warbler,0.306527223
OLV208R,Green Warbler,0.061305445
OLV208U,Green Warbler,0.122610889
PANMP1B,Green Warbler,0.183916334
PANMP2B,Green Warbler,0.091958167
PANMP3B,Green Warbler,0.061305445
SEL107R,Green Warbler,0.091958167
SEL107U,Green Warbler,0
SEL207R,Green Warbler,0
SEL207U,Green Warbler,0
STIN02R,Green Warbler,0.183916334
STIN02U,Green Warbler,0.122610889
THEN10U,Green Warbler,0.030652722
UPMAP1B,Green Warbler,0.214569056
UPMAP3B,Green Warbler,0.122610889
UPMAP4B,Green Warbler,0.275874501
UPMAP5B,Green Warbler,0.061305445
UPMAP6B,Green Warbler,0.337179945
VAR210R,Green Warbler,0.122610889
VAR310R,Green Warbler,0.122610889
VAR310U,Green Warbler,0
VAR410R,Green Warbler,0.091958167
VAR410U,Green Warbler,0.275874501
HP36P1B,Velvet-fronted Nuthatch,0.021943335
HP36P3B,Velvet-fronted Nuthatch,0.087773338
HP36P4B,Velvet-fronted Nuthatch,0.087773338
HP37P1B,Velvet-fronted Nuthatch,0.109716673
HP37P2B,Velvet-fronted Nuthatch,0
HP37P4B,Velvet-fronted Nuthatch,0.087773338
HP4008R,Velvet-fronted Nuthatch,0.021943335
HP4008U,Velvet-fronted Nuthatch,0.043886669
INBS04R,Velvet-fronted Nuthatch,0.153603342
INBS04U,Velvet-fronted Nuthatch,0.153603342
INME03R,Velvet-fronted Nuthatch,0.087773338
INME03U,Velvet-fronted Nuthatch,0.109716673
INOA03R,Velvet-fronted Nuthatch,0.087773338
IPTO04R,Velvet-fronted Nuthatch,0
IPTO04U,Velvet-fronted Nuthatch,0
IPTO06R,Velvet-fronted Nuthatch,0
IPTO06U,Velvet-fronted Nuthatch,0
OLCAP2B,Velvet-fronted Nuthatch,0.087773338
OLCAP3B,Velvet-fronted Nuthatch,0.043886669
OLV110R,Velvet-fronted Nuthatch,0
OLV110U,Velvet-fronted Nuthatch,0
OLV208R,Velvet-fronted Nuthatch,0.043886669
OLV208U,Velvet-fronted Nuthatch,0
PANMP1B,Velvet-fronted Nuthatch,0.065830004
PANMP2B,Velvet-fronted Nuthatch,0.131660007
PANMP3B,Velvet-fronted Nuthatch,0.109716673
SEL107R,Velvet-fronted Nuthatch,0.065830004
SEL107U,Velvet-fronted Nuthatch,0.087773338
SEL207R,Velvet-fronted Nuthatch,0.065830004
SEL207U,Velvet-fronted Nuthatch,0.065830004
STIN02R,Velvet-fronted Nuthatch,0.087773338
STIN02U,Velvet-fronted Nuthatch,0.065830004
THEN10U,Velvet-fronted Nuthatch,0.021943335
UPMAP1B,Velvet-fronted Nuthatch,0
UPMAP3B,Velvet-fronted Nuthatch,0.065830004
UPMAP4B,Velvet-fronted Nuthatch,0.043886669
UPMAP5B,Velvet-fronted Nuthatch,0.021943335
UPMAP6B,Velvet-fronted Nuthatch,0.109716673
VAR210R,Velvet-fronted Nuthatch,0.021943335
VAR310R,Velvet-fronted Nuthatch,0
VAR310U,Velvet-fronted Nuthatch,0.021943335
VAR410R,Velvet-fronted Nuthatch,0.021943335
VAR410U,Velvet-fronted Nuthatch,0.021943335
HP36P1B,Brown-cheeked Fulvetta,0.010377843
HP36P3B,Brown-cheeked Fulvetta,0.041511374
HP36P4B,Brown-cheeked Fulvetta,0.041511374
HP37P1B,Brown-cheeked Fulvetta,0.041511374
HP37P2B,Brown-cheeked Fulvetta,0.03113353
HP37P4B,Brown-cheeked Fulvetta,0.020755687
HP4008R,Brown-cheeked Fulvetta,0.03113353
HP4008U,Brown-cheeked Fulvetta,0
INBS04R,Brown-cheeked Fulvetta,0.010377843
INBS04U,Brown-cheeked Fulvetta,0
INME03R,Brown-cheeked Fulvetta,0
INME03U,Brown-cheeked Fulvetta,0
INOA03R,Brown-cheeked Fulvetta,0.010377843
IPTO04R,Brown-cheeked Fulvetta,0
IPTO04U,Brown-cheeked Fulvetta,0.020755687
IPTO06R,Brown-cheeked Fulvetta,0.010377843
IPTO06U,Brown-cheeked Fulvetta,0
OLCAP2B,Brown-cheeked Fulvetta,0.020755687
OLCAP3B,Brown-cheeked Fulvetta,0.051889217
OLV110R,Brown-cheeked Fulvetta,0.010377843
OLV110U,Brown-cheeked Fulvetta,0
OLV208R,Brown-cheeked Fulvetta,0.010377843
OLV208U,Brown-cheeked Fulvetta,0.010377843
PANMP1B,Brown-cheeked Fulvetta,0.051889217
PANMP2B,Brown-cheeked Fulvetta,0.03113353
PANMP3B,Brown-cheeked Fulvetta,0.041511374
SEL107R,Brown-cheeked Fulvetta,0
SEL107U,Brown-cheeked Fulvetta,0
SEL207R,Brown-cheeked Fulvetta,0
SEL207U,Brown-cheeked Fulvetta,0
STIN02R,Brown-cheeked Fulvetta,0
STIN02U,Brown-cheeked Fulvetta,0
THEN10U,Brown-cheeked Fulvetta,0
UPMAP1B,Brown-cheeked Fulvetta,0.020755687
UPMAP3B,Brown-cheeked Fulvetta,0.051889217
UPMAP4B,Brown-cheeked Fulvetta,0.041511374
UPMAP5B,Brown-cheeked Fulvetta,0.010377843
UPMAP6B,Brown-cheeked Fulvetta,0.083022748
VAR210R,Brown-cheeked Fulvetta,0
VAR310R,Brown-cheeked Fulvetta,0
VAR310U,Brown-cheeked Fulvetta,0.010377843
VAR410R,Brown-cheeked Fulvetta,0
VAR410U,Brown-cheeked Fulvetta,0
HP36P1B,Malabar Barbet,0
HP36P3B,Malabar Barbet,0.005875043
HP36P4B,Malabar Barbet,0.023500174
HP37P1B,Malabar Barbet,0.005875043
HP37P2B,Malabar Barbet,0
HP37P4B,Malabar Barbet,0.011750087
HP4008R,Malabar Barbet,0.035250261
HP4008U,Malabar Barbet,0.029375217
INBS04R,Malabar Barbet,0.01762513
INBS04U,Malabar Barbet,0
INME03R,Malabar Barbet,0.005875043
INME03U,Malabar Barbet,0
INOA03R,Malabar Barbet,0.011750087
IPTO04R,Malabar Barbet,0.005875043
IPTO04U,Malabar Barbet,0.005875043
IPTO06R,Malabar Barbet,0
IPTO06U,Malabar Barbet,0.011750087
OLCAP2B,Malabar Barbet,0
OLCAP3B,Malabar Barbet,0
OLV110R,Malabar Barbet,0.005875043
OLV110U,Malabar Barbet,0.005875043
OLV208R,Malabar Barbet,0
OLV208U,Malabar Barbet,0
PANMP1B,Malabar Barbet,0.011750087
PANMP2B,Malabar Barbet,0.005875043
PANMP3B,Malabar Barbet,0.011750087
SEL107R,Malabar Barbet,0
SEL107U,Malabar Barbet,0
SEL207R,Malabar Barbet,0.01762513
SEL207U,Malabar Barbet,0.011750087
STIN02R,Malabar Barbet,0.005875043
STIN02U,Malabar Barbet,0.011750087
THEN10U,Malabar Barbet,0.01762513
UPMAP1B,Malabar Barbet,0
UPMAP3B,Malabar Barbet,0.011750087
UPMAP4B,Malabar Barbet,0.011750087
UPMAP5B,Malabar Barbet,0
UPMAP6B,Malabar Barbet,0.011750087
VAR210R,Malabar Barbet,0
VAR310R,Malabar Barbet,0.023500174
VAR310U,Malabar Barbet,0.023500174
VAR410R,Malabar Barbet,0.005875043
VAR410U,Malabar Barbet,0.011750087
HP36P1B,Black-naped Monarch,0
HP36P3B,Black-naped Monarch,0.074851553
HP36P4B,Black-naped Monarch,0.074851553
HP37P1B,Black-naped Monarch,0.024950518
HP37P2B,Black-naped Monarch,0.049901035
HP37P4B,Black-naped Monarch,0.049901035
HP4008R,Black-naped Monarch,0.074851553
HP4008U,Black-naped Monarch,0
INBS04R,Black-naped Monarch,0
INBS04U,Black-naped Monarch,0
INME03R,Black-naped Monarch,0
INME03U,Black-naped Monarch,0.049901035
INOA03R,Black-naped Monarch,0
IPTO04R,Black-naped Monarch,0.024950518
IPTO04U,Black-naped Monarch,0.024950518
IPTO06R,Black-naped Monarch,0.09980207
IPTO06U,Black-naped Monarch,0
OLCAP2B,Black-naped Monarch,0.124752588
OLCAP3B,Black-naped Monarch,0.049901035
OLV110R,Black-naped Monarch,0
OLV110U,Black-naped Monarch,0
OLV208R,Black-naped Monarch,0
OLV208U,Black-naped Monarch,0
PANMP1B,Black-naped Monarch,0.074851553
PANMP2B,Black-naped Monarch,0.049901035
PANMP3B,Black-naped Monarch,0.149703106
SEL107R,Black-naped Monarch,0.049901035
SEL107U,Black-naped Monarch,0
SEL207R,Black-naped Monarch,0
SEL207U,Black-naped Monarch,0
STIN02R,Black-naped Monarch,0
STIN02U,Black-naped Monarch,0
THEN10U,Black-naped Monarch,0
UPMAP1B,Black-naped Monarch,0.049901035
UPMAP3B,Black-naped Monarch,0.124752588
UPMAP4B,Black-naped Monarch,0.074851553
UPMAP5B,Black-naped Monarch,0.024950518
UPMAP6B,Black-naped Monarch,0.074851553
VAR210R,Black-naped Monarch,0
VAR310R,Black-naped Monarch,0
VAR310U,Black-naped Monarch,0
VAR410R,Black-naped Monarch,0
VAR410U,Black-naped Monarch,0
HP36P1B,Brown-breasted Flycatcher,0
HP36P3B,Brown-breasted Flycatcher,0.047587545
HP36P4B,Brown-breasted Flycatcher,0.023793772
HP37P1B,Brown-breasted Flycatcher,0.047587545
HP37P2B,Brown-breasted Flycatcher,0
HP37P4B,Brown-breasted Flycatcher,0.047587545
HP4008R,Brown-breasted Flycatcher,0
HP4008U,Brown-breasted Flycatcher,0
INBS04R,Brown-breasted Flycatcher,0.047587545
INBS04U,Brown-breasted Flycatcher,0
INME03R,Brown-breasted Flycatcher,0.023793772
INME03U,Brown-breasted Flycatcher,0
INOA03R,Brown-breasted Flycatcher,0.09517509
IPTO04R,Brown-breasted Flycatcher,0
IPTO04U,Brown-breasted Flycatcher,0
IPTO06R,Brown-breasted Flycatcher,0.047587545
IPTO06U,Brown-breasted Flycatcher,0
OLCAP2B,Brown-breasted Flycatcher,0.047587545
OLCAP3B,Brown-breasted Flycatcher,0.09517509
OLV110R,Brown-breasted Flycatcher,0.023793772
OLV110U,Brown-breasted Flycatcher,0
OLV208R,Brown-breasted Flycatcher,0.023793772
OLV208U,Brown-breasted Flycatcher,0
PANMP1B,Brown-breasted Flycatcher,0.023793772
PANMP2B,Brown-breasted Flycatcher,0.071381317
PANMP3B,Brown-breasted Flycatcher,0.023793772
SEL107R,Brown-breasted Flycatcher,0.023793772
SEL107U,Brown-breasted Flycatcher,0
SEL207R,Brown-breasted Flycatcher,0.047587545
SEL207U,Brown-breasted Flycatcher,0
STIN02R,Brown-breasted Flycatcher,0.118968862
STIN02U,Brown-breasted Flycatcher,0
THEN10U,Brown-breasted Flycatcher,0
UPMAP1B,Brown-breasted Flycatcher,0
UPMAP3B,Brown-breasted Flycatcher,0.023793772
UPMAP4B,Brown-breasted Flycatcher,0.047587545
UPMAP5B,Brown-breasted Flycatcher,0.023793772
UPMAP6B,Brown-breasted Flycatcher,0
VAR210R,Brown-breasted Flycatcher,0
VAR310R,Brown-breasted Flycatcher,0
VAR310U,Brown-breasted Flycatcher,0
VAR410R,Brown-breasted Flycatcher,0
VAR410U,Brown-breasted Flycatcher,0.047587545
HP36P1B,Indian Blue Robin,0
HP36P3B,Indian Blue Robin,0.023111766
HP36P4B,Indian Blue Robin,0
HP37P1B,Indian Blue Robin,0.023111766
HP37P2B,Indian Blue Robin,0.046223533
HP37P4B,Indian Blue Robin,0.046223533
HP4008R,Indian Blue Robin,0
HP4008U,Indian Blue Robin,0.046223533
INBS04R,Indian Blue Robin,0
INBS04U,Indian Blue Robin,0
INME03R,Indian Blue Robin,0
INME03U,Indian Blue Robin,0.023111766
INOA03R,Indian Blue Robin,0.046223533
