site_id,common_name,density
IPTO04R,Indian Blue Robin,0.023111766
IPTO04U,Indian Blue Robin,0
IPTO06R,Indian Blue Robin,0.023111766
IPTO06U,Indian Blue Robin,0
OLCAP2B,Indian Blue Robin,0.023111766
OLCAP3B,Indian Blue Robin,0.046223533
OLV110R,Indian Blue Robin,0
OLV110U,Indian Blue Robin,0
OLV208R,Indian Blue Robin,0.023111766
OLV208U,Indian Blue Robin,0.023111766
PANMP1B,Indian Blue Robin,0.115558832
PANMP2B,Indian Blue Robin,0.069335299
PANMP3B,Indian Blue Robin,0.046223533
SEL107R,Indian Blue Robin,0.046223533
SEL107U,Indian Blue Robin,0
SEL207R,Indian Blue Robin,0.069335299
SEL207U,Indian Blue Robin,0
STIN02R,Indian Blue Robin,0.046223533
STIN02U,Indian Blue Robin,0
THEN10U,Indian Blue Robin,0.046223533
UPMAP1B,Indian Blue Robin,0.023111766
UPMAP3B,Indian Blue Robin,0.023111766
UPMAP4B,Indian Blue Robin,0
UPMAP5B,Indian Blue Robin,0.023111766
UPMAP6B,Indian Blue Robin,0
VAR210R,Indian Blue Robin,0.046223533
VAR310R,Indian Blue Robin,0.023111766
VAR310U,Indian Blue Robin,0
VAR410R,Indian Blue Robin,0
VAR410U,Indian Blue Robin,0.023111766
HP36P1B,Malabar Trogon,0
HP36P3B,Malabar Trogon,0.010696627
HP36P4B,Malabar Trogon,0.010696627
HP37P1B,Malabar Trogon,0
HP37P2B,Malabar Trogon,0.010696627
HP37P4B,Malabar Trogon,0
HP4008R,Malabar Trogon,0
HP4008U,Malabar Trogon,0
INBS04R,Malabar Trogon,0.010696627
INBS04U,Malabar Trogon,0
INME03R,Malabar Trogon,0
INME03U,Malabar Trogon,0
INOA03R,Malabar Trogon,0
IPTO04R,Malabar Trogon,0
IPTO04U,Malabar Trogon,0
IPTO06R,Malabar Trogon,0
IPTO06U,Malabar Trogon,0
OLCAP2B,Malabar Trogon,0.021393255
OLCAP3B,Malabar Trogon,0
OLV110R,Malabar Trogon,0
OLV110U,Malabar Trogon,0
OLV208R,Malabar Trogon,0
OLV208U,Malabar Trogon,0
PANMP1B,Malabar Trogon,0.04278651
PANMP2B,Malabar Trogon,0.032089882
PANMP3B,Malabar Trogon,0
SEL107R,Malabar Trogon,0
SEL107U,Malabar Trogon,0
SEL207R,Malabar Trogon,0
SEL207U,Malabar Trogon,0
STIN02R,Malabar Trogon,0
STIN02U,Malabar Trogon,0
THEN10U,Malabar Trogon,0
UPMAP1B,Malabar Trogon,0.010696627
UPMAP3B,Malabar Trogon,0.010696627
UPMAP4B,Malabar Trogon,0.010696627
UPMAP5B,Malabar Trogon,0.032089882
UPMAP6B,Malabar Trogon,0.010696627
VAR210R,Malabar Trogon,0
VAR310R,Malabar Trogon,0.010696627
VAR310U,Malabar Trogon,0
VAR410R,Malabar Trogon,0
VAR410U,Malabar Trogon,0
HP36P1B,Asian Emerald Dove,0
HP36P3B,Asian Emerald Dove,0.005186975
HP36P4B,Asian Emerald Dove,0
HP37P1B,Asian Emerald Dove,0.015560926
HP37P2B,Asian Emerald Dove,0.010373951
HP37P4B,Asian Emerald Dove,0
HP4008R,Asian Emerald Dove,0.010373951
HP4008U,Asian Emerald Dove,0.015560926
INBS04R,Asian Emerald Dove,0.005186975
INBS04U,Asian Emerald Dove,0
INME03R,Asian Emerald Dove,0
INME03U,Asian Emerald Dove,0
INOA03R,Asian Emerald Dove,0
IPTO04R,Asian Emerald Dove,0
IPTO04U,Asian Emerald Dove,0.010373951
IPTO06R,Asian Emerald Dove,0
IPTO06U,Asian Emerald Dove,0
OLCAP2B,Asian Emerald Dove,0.025934877
OLCAP3B,Asian Emerald Dove,0.020747901
OLV110R,Asian Emerald Dove,0
OLV110U,Asian Emerald Dove,0
OLV208R,Asian Emerald Dove,0
OLV208U,Asian Emerald Dove,0
PANMP1B,Asian Emerald Dove,0.010373951
PANMP2B,Asian Emerald Dove,0
PANMP3B,Asian Emerald Dove,0.015560926
SEL107R,Asian Emerald Dove,0
SEL107U,Asian Emerald Dove,0
SEL207R,Asian Emerald Dove,0.005186975
SEL207U,Asian Emerald Dove,0
STIN02R,Asian Emerald Dove,0
STIN02U,Asian Emerald Dove,0.005186975
THEN10U,Asian Emerald Dove,0
UPMAP1B,Asian Emerald Dove,0.015560926
UPMAP3B,Asian Emerald Dove,0.015560926
UPMAP4B,Asian Emerald Dove,0
UPMAP5B,Asian Emerald Dove,0.005186975
UPMAP6B,Asian Emerald Dove,0
VAR210R,Asian Emerald Dove,0
VAR310R,Asian Emerald Dove,0.005186975
VAR310U,Asian Emerald Dove,0
VAR410R,Asian Emerald Dove,0
VAR410U,Asian Emerald Dove,0
HP36P1B,Little Spiderhunter,0
HP36P3B,Little Spiderhunter,0.011551479
HP36P4B,Little Spiderhunter,0
HP37P1B,Little Spiderhunter,0.046205914
HP37P2B,Little Spiderhunter,0.046205914
HP37P4B,Little Spiderhunter,0.023102957
HP4008R,Little Spiderhunter,0
HP4008U,Little Spiderhunter,0.023102957
INBS04R,Little Spiderhunter,0.069308872
INBS04U,Little Spiderhunter,0.011551479
INME03R,Little Spiderhunter,0
INME03U,Little Spiderhunter,0
INOA03R,Little Spiderhunter,0.046205914
IPTO04R,Little Spiderhunter,0
IPTO04U,Little Spiderhunter,0
IPTO06R,Little Spiderhunter,0
IPTO06U,Little Spiderhunter,0
OLCAP2B,Little Spiderhunter,0
OLCAP3B,Little Spiderhunter,0
OLV110R,Little Spiderhunter,0.011551479
OLV110U,Little Spiderhunter,0.011551479
OLV208R,Little Spiderhunter,0.011551479
OLV208U,Little Spiderhunter,0
PANMP1B,Little Spiderhunter,0.011551479
PANMP2B,Little Spiderhunter,0
PANMP3B,Little Spiderhunter,0.034654436
SEL107R,Little Spiderhunter,0.011551479
SEL107U,Little Spiderhunter,0
SEL207R,Little Spiderhunter,0.011551479
SEL207U,Little Spiderhunter,0
STIN02R,Little Spiderhunter,0.023102957
STIN02U,Little Spiderhunter,0
THEN10U,Little Spiderhunter,0
UPMAP1B,Little Spiderhunter,0.034654436
UPMAP3B,Little Spiderhunter,0.023102957
UPMAP4B,Little Spiderhunter,0
UPMAP5B,Little Spiderhunter,0
UPMAP6B,Little Spiderhunter,0
VAR210R,Little Spiderhunter,0
VAR310R,Little Spiderhunter,0
VAR310U,Little Spiderhunter,0
VAR410R,Little Spiderhunter,0
VAR410U,Little Spiderhunter,0
HP36P1B,Chestnut-headed Bee-eater,0
HP36P3B,Chestnut-headed Bee-eater,0
HP36P4B,Chestnut-headed Bee-eater,0.008166639
HP37P1B,Chestnut-headed Bee-eater,0
HP37P2B,Chestnut-headed Bee-eater,0
HP37P4B,Chestnut-headed Bee-eater,0
HP4008R,Chestnut-headed Bee-eater,0.008166639
HP4008U,Chestnut-headed Bee-eater,0.008166639
INBS04R,Chestnut-headed Bee-eater,0.008166639
INBS04U,Chestnut-headed Bee-eater,0.016333277
INME03R,Chestnut-headed Bee-eater,0.032666554
INME03U,Chestnut-headed Bee-eater,0.016333277
INOA03R,Chestnut-headed Bee-eater,0
IPTO04R,Chestnut-headed Bee-eater,0.008166639
IPTO04U,Chestnut-headed Bee-eater,0
IPTO06R,Chestnut-headed Bee-eater,0.016333277
IPTO06U,Chestnut-headed Bee-eater,0.008166639
OLCAP2B,Chestnut-headed Bee-eater,0
OLCAP3B,Chestnut-headed Bee-eater,0
OLV110R,Chestnut-headed Bee-eater,0
OLV110U,Chestnut-headed Bee-eater,0
OLV208R,Chestnut-headed Bee-eater,0
OLV208U,Chestnut-headed Bee-eater,0
PANMP1B,Chestnut-headed Bee-eater,0.008166639
PANMP2B,Chestnut-headed Bee-eater,0.024499916
PANMP3B,Chestnut-headed Bee-eater,0.032666554
SEL107R,Chestnut-headed Bee-eater,0.008166639
SEL107U,Chestnut-headed Bee-eater,0.032666554
SEL207R,Chestnut-headed Bee-eater,0.008166639
SEL207U,Chestnut-headed Bee-eater,0.024499916
STIN02R,Chestnut-headed Bee-eater,0.032666554
STIN02U,Chestnut-headed Bee-eater,0.024499916
THEN10U,Chestnut-headed Bee-eater,0
UPMAP1B,Chestnut-headed Bee-eater,0.016333277
UPMAP3B,Chestnut-headed Bee-eater,0
UPMAP4B,Chestnut-headed Bee-eater,0.016333277
UPMAP5B,Chestnut-headed Bee-eater,0
UPMAP6B,Chestnut-headed Bee-eater,0.008166639
VAR210R,Chestnut-headed Bee-eater,0
VAR310R,Chestnut-headed Bee-eater,0.008166639
VAR310U,Chestnut-headed Bee-eater,0
VAR410R,Chestnut-headed Bee-eater,0.032666554
VAR410U,Chestnut-headed Bee-eater,0.008166639
HP36P1B,Greater Flameback,0
HP36P3B,Greater Flameback,0
HP36P4B,Greater Flameback,0.025134217
HP37P1B,Greater Flameback,0.025134217
HP37P2B,Greater Flameback,0.037701326
HP37P4B,Greater Flameback,0
HP4008R,Greater Flameback,0.012567109
HP4008U,Greater Flameback,0.012567109
INBS04R,Greater Flameback,0.012567109
INBS04U,Greater Flameback,0
INME03R,Greater Flameback,0.012567109
INME03U,Greater Flameback,0
INOA03R,Greater Flameback,0.025134217
IPTO04R,Greater Flameback,0
IPTO04U,Greater Flameback,0.012567109
IPTO06R,Greater Flameback,0
IPTO06U,Greater Flameback,0.012567109
OLCAP2B,Greater Flameback,0
OLCAP3B,Greater Flameback,0
OLV110R,Greater Flameback,0
OLV110U,Greater Flameback,0.012567109
OLV208R,Greater Flameback,0
OLV208U,Greater Flameback,0
PANMP1B,Greater Flameback,0.012567109
PANMP2B,Greater Flameback,0.025134217
PANMP3B,Greater Flameback,0.025134217
SEL107R,Greater Flameback,0
SEL107U,Greater Flameback,0
SEL207R,Greater Flameback,0.012567109
SEL207U,Greater Flameback,0.012567109
STIN02R,Greater Flameback,0
STIN02U,Greater Flameback,0
THEN10U,Greater Flameback,0
UPMAP1B,Greater Flameback,0
UPMAP3B,Greater Flameback,0
UPMAP4B,Greater Flameback,0.025134217
UPMAP5B,Greater Flameback,0.012567109
UPMAP6B,Greater Flameback,0.012567109
VAR210R,Greater Flameback,0
VAR310R,Greater Flameback,0.025134217
VAR310U,Greater Flameback,0
VAR410R,Greater Flameback,0
VAR410U,Greater Flameback,0
HP36P1B,Large-billed Crow,0
HP36P3B,Large-billed Crow,0
HP36P4B,Large-billed Crow,0.038448915
HP37P1B,Large-billed Crow,0
HP37P2B,Large-billed Crow,0.019224457
HP37P4B,Large-billed Crow,0.038448915
HP4008R,Large-billed Crow,0
HP4008U,Large-billed Crow,0
INBS04R,Large-billed Crow,0.057673372
INBS04U,Large-billed Crow,0.019224457
INME03R,Large-billed Crow,0.038448915
INME03U,Large-billed Crow,0.057673372
INOA03R,Large-billed Crow,0.057673372
IPTO04R,Large-billed Crow,0
IPTO04U,Large-billed Crow,0.019224457
IPTO06R,Large-billed Crow,0.038448915
IPTO06U,Large-billed Crow,0
OLCAP2B,Large-billed Crow,0.019224457
OLCAP3B,Large-billed Crow,0
OLV110R,Large-billed Crow,0.038448915
OLV110U,Large-billed Crow,0
OLV208R,Large-billed Crow,0.019224457
OLV208U,Large-billed Crow,0.076897829
PANMP1B,Large-billed Crow,0.019224457
PANMP2B,Large-billed Crow,0
PANMP3B,Large-billed Crow,0
SEL107R,Large-billed Crow,0.096122287
SEL107U,Large-billed Crow,0.019224457
SEL207R,Large-billed Crow,0
SEL207U,Large-billed Crow,0.076897829
STIN02R,Large-billed Crow,0.096122287
STIN02U,Large-billed Crow,0.019224457
THEN10U,Large-billed Crow,0
UPMAP1B,Large-billed Crow,0.038448915
UPMAP3B,Large-billed Crow,0.019224457
UPMAP4B,Large-billed Crow,0
UPMAP5B,Large-billed Crow,0
UPMAP6B,Large-billed Crow,0.038448915
VAR210R,Large-billed Crow,0.038448915
VAR310R,Large-billed Crow,0.096122287
VAR310U,Large-billed Crow,0
VAR410R,Large-billed Crow,0.076897829
VAR410U,Large-billed Crow,0
HP36P1B,Greater Coucal,0
HP36P3B,Greater Coucal,0
HP36P4B,Greater Coucal,0.018054975
HP37P1B,Greater Coucal,0
HP37P2B,Greater Coucal,0
HP37P4B,Greater Coucal,0
HP4008R,Greater Coucal,0.009027488
HP4008U,Greater Coucal,0
INBS04R,Greater Coucal,0
INBS04U,Greater Coucal,0.009027488
INME03R,Greater Coucal,0.009027488
INME03U,Greater Coucal,0
INOA03R,Greater Coucal,0.009027488
IPTO04R,Greater Coucal,0.009027488
IPTO04U,Greater Coucal,0.009027488
IPTO06R,Greater Coucal,0.009027488
IPTO06U,Greater Coucal,0.018054975
OLCAP2B,Greater Coucal,0.027082463
OLCAP3B,Greater Coucal,0.018054975
OLV110R,Greater Coucal,0
OLV110U,Greater Coucal,0.018054975
OLV208R,Greater Coucal,0.009027488
OLV208U,Greater Coucal,0
PANMP1B,Greater Coucal,0.018054975
PANMP2B,Greater Coucal,0.045137438
PANMP3B,Greater Coucal,0.045137438
SEL107R,Greater Coucal,0.03610995
SEL107U,Greater Coucal,0.018054975
SEL207R,Greater Coucal,0.018054975
SEL207U,Greater Coucal,0.009027488
STIN02R,Greater Coucal,0
STIN02U,Greater Coucal,0.009027488
THEN10U,Greater Coucal,0.027082463
UPMAP1B,Greater Coucal,0
UPMAP3B,Greater Coucal,0
UPMAP4B,Greater Coucal,0
UPMAP5B,Greater Coucal,0
UPMAP6B,Greater Coucal,0
VAR210R,Greater Coucal,0
VAR310R,Greater Coucal,0.009027488
VAR310U,Greater Coucal,0.018054975
VAR410R,Greater Coucal,0.009027488
VAR410U,Greater Coucal,0.009027488
HP36P1B,Malabar Parakeet,0
HP36P3B,Malabar Parakeet,0
HP36P4B,Malabar Parakeet,0.031422495
HP37P1B,Malabar Parakeet,0
HP37P2B,Malabar Parakeet,0
HP37P4B,Malabar Parakeet,0
HP4008R,Malabar Parakeet,0
HP4008U,Malabar Parakeet,0
INBS04R,Malabar Parakeet,0.031422495
INBS04U,Malabar Parakeet,0.031422495
INME03R,Malabar Parakeet,0.125689978
INME03U,Malabar Parakeet,0.031422495
INOA03R,Malabar Parakeet,0.188534968
IPTO04R,Malabar Parakeet,0
IPTO04U,Malabar Parakeet,0
IPTO06R,Malabar Parakeet,0
IPTO06U,Malabar Parakeet,0
OLCAP2B,Malabar Parakeet,0.031422495
OLCAP3B,Malabar Parakeet,0
OLV110R,Malabar Parakeet,0.094267484
OLV110U,Malabar Parakeet,0
OLV208R,Malabar Parakeet,0.062844989
OLV208U,Malabar Parakeet,0
PANMP1B,Malabar Parakeet,0
PANMP2B,Malabar Parakeet,0
PANMP3B,Malabar Parakeet,0
SEL107R,Malabar Parakeet,0.031422495
SEL107U,Malabar Parakeet,0.094267484
SEL207R,Malabar Parakeet,0.125689978
SEL207U,Malabar Parakeet,0.062844989
STIN02R,Malabar Parakeet,0.031422495
STIN02U,Malabar Parakeet,0
THEN10U,Malabar Parakeet,0.062844989
UPMAP1B,Malabar Parakeet,0.062844989
UPMAP3B,Malabar Parakeet,0
UPMAP4B,Malabar Parakeet,0
UPMAP5B,Malabar Parakeet,0
UPMAP6B,Malabar Parakeet,0
VAR210R,Malabar Parakeet,0.031422495
VAR310R,Malabar Parakeet,0
VAR310U,Malabar Parakeet,0.031422495
VAR410R,Malabar Parakeet,0.031422495
VAR410U,Malabar Parakeet,0.031422495
HP36P1B,Ashy Drongo,0
HP36P3B,Ashy Drongo,0
HP36P4B,Ashy Drongo,0
HP37P1B,Ashy Drongo,0.024012457
HP37P2B,Ashy Drongo,0
HP37P4B,Ashy Drongo,0.024012457
HP4008R,Ashy Drongo,0
HP4008U,Ashy Drongo,0.024012457
INBS04R,Ashy Drongo,0.024012457
INBS04U,Ashy Drongo,0.048024914
INME03R,Ashy Drongo,0.120062284
INME03U,Ashy Drongo,0.024012457
INOA03R,Ashy Drongo,0.048024914
IPTO04R,Ashy Drongo,0.024012457
IPTO04U,Ashy Drongo,0.048024914
IPTO06R,Ashy Drongo,0
IPTO06U,Ashy Drongo,0.024012457
OLCAP2B,Ashy Drongo,0
OLCAP3B,Ashy Drongo,0.048024914
OLV110R,Ashy Drongo,0
OLV110U,Ashy Drongo,0.024012457
OLV208R,Ashy Drongo,0.096049827
OLV208U,Ashy Drongo,0
PANMP1B,Ashy Drongo,0.024012457
PANMP2B,Ashy Drongo,0
PANMP3B,Ashy Drongo,0.048024914
SEL107R,Ashy Drongo,0.024012457
SEL107U,Ashy Drongo,0
SEL207R,Ashy Drongo,0.024012457
SEL207U,Ashy Drongo,0.024012457
STIN02R,Ashy Drongo,0.096049827
STIN02U,Ashy Drongo,0.120062284
THEN10U,Ashy Drongo,0.072037371
UPMAP1B,Ashy Drongo,0
UPMAP3B,Ashy Drongo,0.072037371
UPMAP4B,Ashy Drongo,0
UPMAP5B,Ashy Drongo,0.024012457
UPMAP6B,Ashy Drongo,0.048024914
VAR210R,Ashy Drongo,0.024012457
VAR310R,Ashy Drongo,0.024012457
VAR310U,Ashy Drongo,0
VAR410R,Ashy Drongo,0
VAR410U,Ashy Drongo,0
HP36P1B,White-bellied Treepie,0
HP36P3B,White-bellied Treepie,0
HP36P4B,White-bellied Treepie,0
HP37P1B,White-bellied Treepie,0.006451029
HP37P2B,White-bellied Treepie,0
HP37P4B,White-bellied Treepie,0
HP4008R,White-bellied Treepie,0
HP4008U,White-bellied Treepie,0.006451029
INBS04R,White-bellied Treepie,0
INBS04U,White-bellied Treepie,0
INME03R,White-bellied Treepie,0
INME03U,White-bellied Treepie,0
INOA03R,White-bellied Treepie,0
IPTO04R,White-bellied Treepie,0.006451029
IPTO04U,White-bellied Treepie,0
IPTO06R,White-bellied Treepie,0
IPTO06U,White-bellied Treepie,0
OLCAP2B,White-bellied Treepie,0.006451029
OLCAP3B,White-bellied Treepie,0.006451029
OLV110R,White-bellied Treepie,0.006451029
OLV110U,White-bellied Treepie,0
OLV208R,White-bellied Treepie,0
OLV208U,White-bellied Treepie,0
PANMP1B,White-bellied Treepie,0
PANMP2B,White-bellied Treepie,0
PANMP3B,White-bellied Treepie,0.012902057
SEL107R,White-bellied Treepie,0
SEL107U,White-bellied Treepie,0
SEL207R,White-bellied Treepie,0
SEL207U,White-bellied Treepie,0
STIN02R,White-bellied Treepie,0
STIN02U,White-bellied Treepie,0
THEN10U,White-bellied Treepie,0
UPMAP1B,White-bellied Treepie,0.006451029
UPMAP3B,White-bellied Treepie,0
UPMAP4B,White-bellied Treepie,0
UPMAP5B,White-bellied Treepie,0.006451029
UPMAP6B,White-bellied Treepie,0
VAR210R,White-bellied Treepie,0
VAR310R,White-bellied Treepie,0.025804115
VAR310U,White-bellied Treepie,0.025804115
VAR410R,White-bellied Treepie,0.012902057
VAR410U,White-bellied Treepie,0
HP36P1B,Malabar Gray Hornbill,0
HP36P3B,Malabar Gray Hornbill,0
HP36P4B,Malabar Gray Hornbill,0
HP37P1B,Malabar Gray Hornbill,0
HP37P2B,Malabar Gray Hornbill,0.0054578
HP37P4B,Malabar Gray Hornbill,0
HP4008R,Malabar Gray Hornbill,0.0054578
HP4008U,Malabar Gray Hornbill,0
INBS04R,Malabar Gray Hornbill,0.0054578
INBS04U,Malabar Gray Hornbill,0.0054578
INME03R,Malabar Gray Hornbill,0
INME03U,Malabar Gray Hornbill,0.0054578
INOA03R,Malabar Gray Hornbill,0
IPTO04R,Malabar Gray Hornbill,0
IPTO04U,Malabar Gray Hornbill,0
IPTO06R,Malabar Gray Hornbill,0.0054578
IPTO06U,Malabar Gray Hornbill,0
OLCAP2B,Malabar Gray Hornbill,0
OLCAP3B,Malabar Gray Hornbill,0
OLV110R,Malabar Gray Hornbill,0.0109156
OLV110U,Malabar Gray Hornbill,0
OLV208R,Malabar Gray Hornbill,0.0054578
OLV208U,Malabar Gray Hornbill,0.0054578
PANMP1B,Malabar Gray Hornbill,0
PANMP2B,Malabar Gray Hornbill,0.0109156
PANMP3B,Malabar Gray Hornbill,0.027289
SEL107R,Malabar Gray Hornbill,0.0054578
SEL107U,Malabar Gray Hornbill,0
SEL207R,Malabar Gray Hornbill,0.0218312
SEL207U,Malabar Gray Hornbill,0
STIN02R,Malabar Gray Hornbill,0.0218312
STIN02U,Malabar Gray Hornbill,0.0054578
THEN10U,Malabar Gray Hornbill,0
UPMAP1B,Malabar Gray Hornbill,0
UPMAP3B,Malabar Gray Hornbill,0.0054578
UPMAP4B,Malabar Gray Hornbill,0
UPMAP5B,Malabar Gray Hornbill,0
UPMAP6B,Malabar Gray Hornbill,0.0109156
VAR210R,Malabar Gray Hornbill,0
VAR310R,Malabar Gray Hornbill,0.0109156
VAR310U,Malabar Gray Hornbill,0.0163734
VAR410R,Malabar Gray Hornbill,0.0054578
VAR410U,Malabar Gray Hornbill,0.0163734
HP36P1B,Red-whiskered Bulbul,0
HP36P3B,Red-whiskered Bulbul,0
HP36P4B,Red-whiskered Bulbul,0
HP37P1B,Red-whiskered Bulbul,0
HP37P2B,Red-whiskered Bulbul,0
HP37P4B,Red-whiskered Bulbul,0.021751158
HP4008R,Red-whiskered Bulbul,0.152258107
HP4008U,Red-whiskered Bulbul,0.152258107
INBS04R,Red-whiskered Bulbul,0.043502316
INBS04U,Red-whiskered Bulbul,0.152258107
INME03R,Red-whiskered Bulbul,0.043502316
INME03U,Red-whiskered Bulbul,0.152258107
INOA03R,Red-whiskered Bulbul,0.043502316
IPTO04R,Red-whiskered Bulbul,0.108755791
IPTO04U,Red-whiskered Bulbul,0.087004633
IPTO06R,Red-whiskered Bulbul,0.043502316
IPTO06U,Red-whiskered Bulbul,0.174009265
OLCAP2B,Red-whiskered Bulbul,0
OLCAP3B,Red-whiskered Bulbul,0
OLV110R,Red-whiskered Bulbul,0
OLV110U,Red-whiskered Bulbul,0.087004633
OLV208R,Red-whiskered Bulbul,0
OLV208U,Red-whiskered Bulbul,0.130506949
PANMP1B,Red-whiskered Bulbul,0
PANMP2B,Red-whiskered Bulbul,0.021751158
PANMP3B,Red-whiskered Bulbul,0.021751158
SEL107R,Red-whiskered Bulbul,0.108755791
SEL107U,Red-whiskered Bulbul,0.369769689
SEL207R,Red-whiskered Bulbul,0.065253474
SEL207U,Red-whiskered Bulbul,0.152258107
STIN02R,Red-whiskered Bulbul,0.087004633
STIN02U,Red-whiskered Bulbul,0.23926274
THEN10U,Red-whiskered Bulbul,0.021751158
UPMAP1B,Red-whiskered Bulbul,0
UPMAP3B,Red-whiskered Bulbul,0
UPMAP4B,Red-whiskered Bulbul,0
UPMAP5B,Red-whiskered Bulbul,0
UPMAP6B,Red-whiskered Bulbul,0
VAR210R,Red-whiskered Bulbul,0.087004633
VAR310R,Red-whiskered Bulbul,0.130506949
VAR310U,Red-whiskered Bulbul,0.195760423
VAR410R,Red-whiskered Bulbul,0.043502316
VAR410U,Red-whiskered Bulbul,0.108755791
HP36P1B,Spotted Dove,0
HP36P3B,Spotted Dove,0
HP36P4B,Spotted Dove,0
HP37P1B,Spotted Dove,0
HP37P2B,Spotted Dove,0
HP37P4B,Spotted Dove,0
HP4008R,Spotted Dove,0.03107572
HP4008U,Spotted Dove,0.041434293
INBS04R,Spotted Dove,0.051792866
INBS04U,Spotted Dove,0.03107572
INME03R,Spotted Dove,0.020717146
INME03U,Spotted Dove,0.020717146
INOA03R,Spotted Dove,0.041434293
IPTO04R,Spotted Dove,0.020717146
IPTO04U,Spotted Dove,0.03107572
IPTO06R,Spotted Dove,0.010358573
IPTO06U,Spotted Dove,0.020717146
OLCAP2B,Spotted Dove,0
OLCAP3B,Spotted Dove,0
OLV110R,Spotted Dove,0.03107572
OLV110U,Spotted Dove,0.010358573
OLV208R,Spotted Dove,0
OLV208U,Spotted Dove,0.020717146
PANMP1B,Spotted Dove,0
PANMP2B,Spotted Dove,0
PANMP3B,Spotted Dove,0
SEL107R,Spotted Dove,0.020717146
SEL107U,Spotted Dove,0.03107572
SEL207R,Spotted Dove,0.03107572
SEL207U,Spotted Dove,0.072510012
STIN02R,Spotted Dove,0.051792866
STIN02U,Spotted Dove,0.051792866
THEN10U,Spotted Dove,0.03107572
UPMAP1B,Spotted Dove,0
UPMAP3B,Spotted Dove,0
UPMAP4B,Spotted Dove,0
UPMAP5B,Spotted Dove,0
UPMAP6B,Spotted Dove,0
VAR210R,Spotted Dove,0.041434293
VAR310R,Spotted Dove,0.010358573
VAR310U,Spotted Dove,0.020717146
VAR410R,Spotted Dove,0.041434293
VAR410U,Spotted Dove,0.041434293
HP36P1B,Blyth's Reed Warbler,0
HP36P3B,Blyth's Reed Warbler,0
HP36P4B,Blyth's Reed Warbler,0
HP37P1B,Blyth's Reed Warbler,0
HP37P2B,Blyth's Reed Warbler,0
HP37P4B,Blyth's Reed Warbler,0
HP4008R,Blyth's Reed Warbler,0.045694922
HP4008U,Blyth's Reed Warbler,0.045694922
INBS04R,Blyth's Reed Warbler,0
INBS04U,Blyth's Reed Warbler,0.137084766
INME03R,Blyth's Reed Warbler,0
INME03U,Blyth's Reed Warbler,0.045694922
INOA03R,Blyth's Reed Warbler,0
IPTO04R,Blyth's Reed Warbler,0
IPTO04U,Blyth's Reed Warbler,0
IPTO06R,Blyth's Reed Warbler,0.137084766
IPTO06U,Blyth's Reed Warbler,0.274169531
OLCAP2B,Blyth's Reed Warbler,0
OLCAP3B,Blyth's Reed Warbler,0
OLV110R,Blyth's Reed Warbler,0
OLV110U,Blyth's Reed Warbler,0.137084766
OLV208R,Blyth's Reed Warbler,0
OLV208U,Blyth's Reed Warbler,0.137084766
PANMP1B,Blyth's Reed Warbler,0
PANMP2B,Blyth's Reed Warbler,0
PANMP3B,Blyth's Reed Warbler,0
SEL107R,Blyth's Reed Warbler,0
SEL107U,Blyth's Reed Warbler,0.045694922
SEL207R,Blyth's Reed Warbler,0.137084766
SEL207U,Blyth's Reed Warbler,0.045694922
STIN02R,Blyth's Reed Warbler,0.091389844
STIN02U,Blyth's Reed Warbler,0.137084766
THEN10U,Blyth's Reed Warbler,0
UPMAP1B,Blyth's Reed Warbler,0
UPMAP3B,Blyth's Reed Warbler,0
UPMAP4B,Blyth's Reed Warbler,0
UPMAP5B,Blyth's Reed Warbler,0
UPMAP6B,Blyth's Reed Warbler,0
VAR210R,Blyth's Reed Warbler,0
VAR310R,Blyth's Reed Warbler,0.045694922
VAR310U,Blyth's Reed Warbler,0
VAR410R,Blyth's Reed Warbler,0.045694922
VAR410U,Blyth's Reed Warbler,0.456949219
HP36P1B,Purple Sunbird,0
HP36P3B,Purple Sunbird,0
HP36P4B,Purple Sunbird,0
HP37P1B,Purple Sunbird,0
HP37P2B,Purple Sunbird,0
HP37P4B,Purple Sunbird,0
HP4008R,Purple Sunbird,0.083883977
HP4008U,Purple Sunbird,0.125825965
INBS04R,Purple Sunbird,0.041941988
INBS04U,Purple Sunbird,0.083883977
INME03R,Purple Sunbird,0
INME03U,Purple Sunbird,0.083883977
INOA03R,Purple Sunbird,0
IPTO04R,Purple Sunbird,0
IPTO04U,Purple Sunbird,0.041941988
IPTO06R,Purple Sunbird,0
IPTO06U,Purple Sunbird,0.041941988
OLCAP2B,Purple Sunbird,0
OLCAP3B,Purple Sunbird,0
OLV110R,Purple Sunbird,0
OLV110U,Purple Sunbird,0
OLV208R,Purple Sunbird,0
OLV208U,Purple Sunbird,0.125825965
PANMP1B,Purple Sunbird,0
PANMP2B,Purple Sunbird,0
PANMP3B,Purple Sunbird,0
SEL107R,Purple Sunbird,0
SEL107U,Purple Sunbird,0.083883977
SEL207R,Purple Sunbird,0
SEL207U,Purple Sunbird,0.041941988
STIN02R,Purple Sunbird,0
STIN02U,Purple Sunbird,0.125825965
THEN10U,Purple Sunbird,0.041941988
UPMAP1B,Purple Sunbird,0
UPMAP3B,Purple Sunbird,0
UPMAP4B,Purple Sunbird,0
UPMAP5B,Purple Sunbird,0
UPMAP6B,Purple Sunbird,0
